feature_id	YEAST-CENPK-LOWGROWTH
MET:FEATURE:positive:170.0367:42.81	1140199.44577758
MET:FEATURE:positive:234.1335:37.81	4896818.84850677
MET:FEATURE:positive:242.0771:41.40	1270002.14960224
MET:FEATURE:positive:242.0770:34.54	965900.303644242
MET:FEATURE:positive:257.2222:43.68	259511.829853474
MET:FEATURE:positive:144.1747:41.65	733537.505565829
MET:FEATURE:positive:148.0551:44.69	193321.172393486
MET:FEATURE:positive:126.0715:35.36	12036926.5308983
MET:FEATURE:positive:286.0266:42.38	1759854.2779501
MET:FEATURE:positive:310.2223:44.44	96680.3585276516
MET:FEATURE:positive:343.1250:43.24	479101.324735075
MET:FEATURE:positive:378.1126:44.44	171017.829807142
MET:FEATURE:positive:322.1861:42.38	3577122.93109308
MET:FEATURE:positive:205.1135:44.19	221369.780884263
MET:FEATURE:positive:376.1155:44.44	676979.226334924
MET:FEATURE:positive:407.1773:44.69	532843.612053301
MET:FEATURE:positive:173.0809:38.43	1799399.3623406
MET:FEATURE:positive:139.0309:45.12	244106.192708773
MET:FEATURE:positive:162.0911:41.82	336804.625206764
MET:FEATURE:positive:330.1756:44.19	2774999.91906945
MET:FEATURE:positive:384.7718:45.49	276807.614047704
MET:FEATURE:positive:152.1434:45.49	307132.736235154
MET:FEATURE:positive:572.9921:46.75	325038.400167753
MET:FEATURE:positive:816.8373:46.75	178590.352223425
MET:FEATURE:positive:119.0730:35.36	734893.393597362
MET:FEATURE:positive:119.0730:41.82	711844.089542184
MET:FEATURE:positive:158.0546:45.30	352681.958515603
MET:FEATURE:positive:574.9907:46.35	206870.755786498
MET:FEATURE:positive:361.1896:45.92	452494.857337319
MET:FEATURE:positive:217.0633:46.35	558203.789781518
MET:FEATURE:positive:328.1310:46.35	163729.677157146
MET:FEATURE:positive:245.1857:42.01	776850.229850653
MET:FEATURE:positive:250.1037:46.75	629550.987667765
MET:FEATURE:positive:298.1199:47.12	103459.545595592
MET:FEATURE:positive:246.9980:42.38	7988377.59976572
MET:FEATURE:positive:246.9980:35.11	6038632.96321316
MET:FEATURE:positive:360.1861:45.67	3410345.23123443
MET:FEATURE:positive:123.0243:48.70	36946.715498087
MET:FEATURE:positive:215.0663:46.75	1772561.24865588
MET:FEATURE:positive:271.1435:48.70	224646.784126668
MET:FEATURE:positive:322.1656:48.84	159702.534590239
MET:FEATURE:positive:437.1882:47.94	768549.484987375
MET:FEATURE:positive:184.1697:45.92	1247490.58589223
MET:FEATURE:positive:203.0476:35.71	11573012.431555
MET:FEATURE:positive:203.0476:41.65	5507245.60830102
MET:FEATURE:positive:309.0867:49.09	134070.803503427
MET:FEATURE:positive:366.2121:48.38	444123.934985838
MET:FEATURE:positive:391.2001:48.38	245059.190877488
MET:FEATURE:positive:264.1599:49.09	88812.8326150521
MET:FEATURE:positive:290.0622:48.56	292723.221862875
MET:FEATURE:positive:158.1176:33.90	1668701.44107388
MET:FEATURE:positive:390.1966:47.94	1883002.28327483
MET:FEATURE:positive:216.0599:46.75	5279024.13096622
MET:FEATURE:positive:243.0707:41.40	3903030.70169865
MET:FEATURE:positive:243.0707:34.54	2860366.59581914
MET:FEATURE:positive:319.1685:49.78	311536.293846603
MET:FEATURE:positive:234.1485:50.16	42579.5135273187
MET:FEATURE:positive:272.1243:50.41	107813.563893274
MET:FEATURE:positive:325.1282:50.60	248188.941125695
MET:FEATURE:positive:420.2069:49.53	490278.117122534
MET:FEATURE:positive:182.1904:49.97	257804.004269179
MET:FEATURE:positive:316.1505:50.41	300389.311151724
MET:FEATURE:positive:234.9468:44.44	2708435.44819313
MET:FEATURE:positive:259.2015:50.41	485977.767908132
MET:FEATURE:positive:362.1806:51.85	120481.889116274
MET:FEATURE:positive:282.1695:47.94	636919.227822444
MET:FEATURE:positive:635.4185:51.48	73238.961259947
MET:FEATURE:positive:206.1540:51.67	191640.415962348
MET:FEATURE:positive:220.0888:51.67	122948.258898717
MET:FEATURE:positive:324.2376:51.48	177721.678103232
MET:FEATURE:positive:343.1579:50.60	861961.145998128
MET:FEATURE:positive:439.1985:51.67	2542591.1808588
MET:FEATURE:positive:216.1959:52.03	66231.4697051602
MET:FEATURE:positive:217.1070:37.81	18933346.2726584
MET:FEATURE:positive:241.0736:40.82	19548178.1247447
MET:FEATURE:positive:241.0736:34.54	8310087.20359848
MET:FEATURE:positive:270.1698:52.03	297823.682116127
MET:FEATURE:positive:342.1546:50.60	5214853.35903787
MET:FEATURE:positive:156.0387:35.71	5527827.17791594
MET:FEATURE:positive:156.0388:41.65	5098274.43533223
MET:FEATURE:positive:286.1400:52.29	155061.474186992
MET:FEATURE:positive:311.2074:52.47	716710.339462578
MET:FEATURE:positive:180.1018:36.10	1724430.09367182
MET:FEATURE:positive:229.1800:52.65	264897.619032044
MET:FEATURE:positive:258.1097:22.85	1647190041.70107
MET:FEATURE:positive:453.2423:52.47	194728.312704457
MET:FEATURE:positive:434.2101:52.47	450198.54984191
MET:FEATURE:positive:457.1942:52.47	899160.192206507
MET:FEATURE:positive:197.9913:42.38	4916710.62888925
MET:FEATURE:positive:197.9913:34.86	3175385.59776024
MET:FEATURE:positive:250.1435:52.03	264439.355545015
MET:FEATURE:positive:471.1622:52.47	373238.528553079
MET:FEATURE:positive:406.2069:52.47	620518.039706938
MET:FEATURE:positive:210.1123:35.36	7833370.39655468
MET:FEATURE:positive:210.1124:41.40	7315889.51849921
MET:FEATURE:positive:139.9879:45.12	473990.995782452
MET:FEATURE:positive:199.9893:42.38	4676483.67683149
MET:FEATURE:positive:199.9893:34.86	3323904.0119093
MET:FEATURE:positive:245.0002:42.38	8181329.48583038
MET:FEATURE:positive:245.0001:35.11	6480888.2235919
MET:FEATURE:positive:368.2641:52.91	218171.659611098
MET:FEATURE:positive:478.2644:52.47	745805.955313823
MET:FEATURE:positive:307.2168:54.35	570678.061017654
MET:FEATURE:positive:452.2385:52.47	2081687.97988197
MET:FEATURE:positive:308.2233:54.17	630156.436854761
MET:FEATURE:positive:412.2906:54.17	137743.810453439
MET:FEATURE:positive:456.1919:52.47	5283030.28171143
MET:FEATURE:positive:138.9953:45.12	325246.739783964
MET:FEATURE:positive:260.0009:40.82	6567926.89077171
MET:FEATURE:positive:306.2105:54.61	799876.620797485
MET:FEATURE:positive:451.2364:52.47	11229279.2763261
MET:FEATURE:positive:467.2315:32.48	13221511.3327973
MET:FEATURE:positive:218.9745:40.57	1102045.76728239
MET:FEATURE:positive:285.0231:42.38	16552678.2141701
MET:FEATURE:positive:285.0230:34.86	6004956.28370741
MET:FEATURE:positive:287.0210:42.56	10250006.2175365
MET:FEATURE:positive:287.0209:34.86	5979064.67401816
MET:FEATURE:positive:440.9933:44.44	9059503.05263557
MET:FEATURE:positive:118.0653:35.36	1216871.50082826
MET:FEATURE:positive:118.0653:41.82	555855.81622773
MET:FEATURE:positive:152.1521:30.00	4736417.29363847
MET:FEATURE:positive:342.2116:54.98	210498.281632143
MET:FEATURE:positive:433.2064:52.47	2881802.41966798
MET:FEATURE:positive:455.1883:52.47	23779142.0585397
MET:FEATURE:positive:241.7053:55.70	125569.055834353
MET:FEATURE:positive:305.2047:54.80	865704.00721794
MET:FEATURE:positive:120.0810:33.47	4962539.81455597
MET:FEATURE:positive:384.2953:54.80	379239.324916141
MET:FEATURE:positive:190.1073:33.47	12166708.9663187
MET:FEATURE:positive:190.1072:24.96	3515462.37027459
MET:FEATURE:positive:241.2035:55.70	470270.434929254
MET:FEATURE:positive:481.3998:55.70	454406.011516279
MET:FEATURE:positive:144.0477:35.71	6268831.54925593
MET:FEATURE:positive:150.0714:35.36	3741918.51664831
MET:FEATURE:positive:311.2052:56.89	280062.063032264
MET:FEATURE:positive:323.3039:56.42	1282128.83670229
MET:FEATURE:positive:453.2157:32.73	14760125.0684779
MET:FEATURE:positive:293.2326:56.64	109265.965172618
MET:FEATURE:positive:202.2166:52.29	630254.166494264
MET:FEATURE:positive:307.1152:56.64	135262.808870236
MET:FEATURE:positive:310.2017:56.42	1109796.79501492
MET:FEATURE:positive:350.2589:56.89	797838.754796683
MET:FEATURE:positive:353.2713:56.89	260395.660317781
MET:FEATURE:positive:161.9784:57.14	126128.034635983
MET:FEATURE:positive:292.2283:57.14	731706.176797672
MET:FEATURE:positive:450.2330:52.47	50038724.8755134
MET:FEATURE:positive:491.1311:57.76	1115872.62873308
MET:FEATURE:positive:492.1351:58.01	195334.760089201
MET:FEATURE:positive:511.2322:58.01	140546.203667861
MET:FEATURE:positive:470.1118:58.37	186297.957164643
MET:FEATURE:positive:473.2106:58.19	771106.681986492
MET:FEATURE:positive:117.5491:58.37	124906.050727682
MET:FEATURE:positive:470.1324:58.19	694889.566706026
MET:FEATURE:positive:470.1462:58.37	540065.193317492
MET:FEATURE:positive:470.2573:58.37	386464.476912041
MET:FEATURE:positive:470.2718:58.19	717725.954122104
MET:FEATURE:positive:527.2685:58.19	285112.67136718
MET:FEATURE:positive:528.2416:58.37	987789.090952269
MET:FEATURE:positive:156.0574:45.30	1258923.15872302
MET:FEATURE:positive:500.2389:58.19	1113325.16479254
MET:FEATURE:positive:513.2528:58.19	683292.459911076
MET:FEATURE:positive:515.2307:58.37	373231.609028592
MET:FEATURE:positive:521.2131:58.19	732106.564717482
MET:FEATURE:positive:543.2629:58.19	251275.803917376
MET:FEATURE:positive:310.2024:58.76	158599.769292304
MET:FEATURE:positive:351.2656:57.14	10323928.590964
MET:FEATURE:positive:459.1834:58.01	829592.743880863
MET:FEATURE:positive:475.1572:58.01	16748037.6501531
MET:FEATURE:positive:476.1606:58.01	4094257.30600749
MET:FEATURE:positive:477.1631:58.01	763766.778959183
MET:FEATURE:positive:485.2208:58.19	1127392.16991056
MET:FEATURE:positive:512.2490:58.19	2603102.47345655
MET:FEATURE:positive:527.2317:58.37	1880173.75491637
MET:FEATURE:positive:542.2601:58.19	891491.686333926
MET:FEATURE:positive:386.1808:58.37	1249179.22832606
MET:FEATURE:positive:454.1786:58.37	2324298.98110347
MET:FEATURE:positive:526.2651:58.19	1231332.09770191
MET:FEATURE:positive:382.2795:58.95	292088.119673489
MET:FEATURE:positive:472.2074:58.19	5582713.42765567
MET:FEATURE:positive:499.2365:58.19	5990764.46753128
MET:FEATURE:positive:427.1786:59.78	587885.692184955
MET:FEATURE:positive:431.1313:59.78	175809.698232299
MET:FEATURE:positive:484.2175:58.19	4808296.71408011
MET:FEATURE:positive:511.0999:60.03	137374.655775134
MET:FEATURE:positive:533.2214:59.78	262029.053471036
MET:FEATURE:positive:396.1567:59.78	458370.869776294
MET:FEATURE:positive:496.1296:59.78	500351.802283928
MET:FEATURE:positive:532.2180:59.78	897823.00340031
MET:FEATURE:positive:541.1819:59.78	269875.869412494
MET:FEATURE:positive:547.1999:59.78	820007.380366525
MET:FEATURE:positive:547.2372:59.78	198705.932573697
MET:FEATURE:positive:549.2152:59.78	144855.860210904
MET:FEATURE:positive:832.0738:60.03	267335.660309713
MET:FEATURE:positive:263.1640:60.22	176265.979867176
MET:FEATURE:positive:368.2467:59.78	390765.19333949
MET:FEATURE:positive:505.1890:60.03	160526.399088123
MET:FEATURE:positive:514.2274:58.55	1509667.30560028
MET:FEATURE:positive:548.2098:59.78	592104.780707229
MET:FEATURE:positive:312.2452:56.89	4172889.40636203
MET:FEATURE:positive:426.3058:60.03	232177.784316606
MET:FEATURE:positive:492.1764:59.78	1126949.17950301
MET:FEATURE:positive:534.1957:60.03	481260.852615051
MET:FEATURE:positive:546.2342:59.78	694563.393569975
MET:FEATURE:positive:154.0417:35.71	17615516.7337705
MET:FEATURE:positive:154.0418:41.65	16176372.0764522
MET:FEATURE:positive:219.1016:55.37	962778.901233615
MET:FEATURE:positive:361.0502:60.61	490872.391902358
MET:FEATURE:positive:474.1472:60.03	1188095.64745636
MET:FEATURE:positive:495.1261:59.78	1949032.19953497
MET:FEATURE:positive:504.1861:60.03	648999.803011469
MET:FEATURE:positive:519.2058:59.78	1574714.64595707
MET:FEATURE:positive:558.2545:61.05	224058.311509465
MET:FEATURE:positive:498.2331:58.19	22034931.138089
MET:FEATURE:positive:526.2284:58.37	7183313.47005558
MET:FEATURE:positive:557.0897:61.49	77371.9531531432
MET:FEATURE:positive:238.2529:61.49	101201.260463262
MET:FEATURE:positive:412.2457:61.49	628967.221511137
MET:FEATURE:positive:473.1437:60.03	4590424.59333899
MET:FEATURE:positive:163.1174:56.89	1000935.71961447
MET:FEATURE:positive:454.2801:61.67	94412.6762558527
MET:FEATURE:positive:546.1966:59.78	2806755.55216529
MET:FEATURE:positive:346.1760:61.90	543522.765394125
MET:FEATURE:positive:453.1750:58.37	10100724.7446656
MET:FEATURE:positive:518.2021:59.78	5516143.03534779
MET:FEATURE:positive:584.2584:61.49	624276.233592107
MET:FEATURE:positive:214.0628:46.75	16682215.1921221
MET:FEATURE:positive:336.2551:62.34	91898.6568027234
MET:FEATURE:positive:471.2052:58.19	28483202.681932
MET:FEATURE:positive:516.0937:62.15	64021.3871011661
MET:FEATURE:positive:151.0352:36.10	5665234.73033903
MET:FEATURE:positive:161.0965:62.59	114322.422688411
MET:FEATURE:positive:259.2549:62.34	75774.0058611332
MET:FEATURE:positive:279.0933:62.15	184682.713528066
MET:FEATURE:positive:308.2432:62.34	159089.418641749
MET:FEATURE:positive:343.1884:61.90	74931.8663292334
MET:FEATURE:positive:359.1853:62.15	673545.458436304
MET:FEATURE:positive:442.3374:61.49	366409.873728839
MET:FEATURE:positive:491.1740:59.78	5844951.70577011
MET:FEATURE:positive:556.0862:61.05	597798.77891284
MET:FEATURE:positive:583.2551:61.49	1689013.67488673
MET:FEATURE:positive:117.1470:32.73	9343358.73641161
MET:FEATURE:positive:119.0898:28.65	4836968.07940926
MET:FEATURE:positive:120.0657:25.71	11458945.8495695
MET:FEATURE:positive:120.1022:62.34	348531.35110673
MET:FEATURE:positive:122.0814:56.64	1720281.15262373
MET:FEATURE:positive:128.1072:34.86	1995612.83444317
MET:FEATURE:positive:144.1019:29.15	2301464.25309937
MET:FEATURE:positive:146.1175:34.86	1187361.11542706
MET:FEATURE:positive:155.0450:35.71	1877766.14937736
MET:FEATURE:positive:155.0451:41.65	1928829.75759773
MET:FEATURE:positive:214.2165:61.49	290568.432481661
MET:FEATURE:positive:246.2427:62.34	69352.849087399
MET:FEATURE:positive:275.9731:44.19	5728678.6765075
MET:FEATURE:positive:309.2329:57.14	14820422.2993612
MET:FEATURE:positive:420.2018:62.78	421955.572747053
MET:FEATURE:positive:490.1706:59.78	21622607.3989734
MET:FEATURE:positive:125.1304:28.65	11424947.9759576
MET:FEATURE:positive:146.0811:28.65	12427132.342764
MET:FEATURE:positive:154.9902:44.69	2491541.48090279
MET:FEATURE:positive:167.1630:29.15	3696671.60472138
MET:FEATURE:positive:167.1630:58.95	850696.590520861
MET:FEATURE:positive:201.0506:35.71	35410134.5341029
MET:FEATURE:positive:201.0506:41.65	17090631.9098176
MET:FEATURE:positive:225.1961:61.67	560197.250642429
MET:FEATURE:positive:236.1675:50.85	27796279.3077137
MET:FEATURE:positive:243.9966:42.38	85190379.9087559
MET:FEATURE:positive:243.9966:35.11	64855362.3372935
MET:FEATURE:positive:245.0587:27.22	5817944.43886199
MET:FEATURE:positive:269.1074:25.71	107863451.846398
MET:FEATURE:positive:470.2018:58.19	115472856.109212
MET:FEATURE:positive:113.0001:21.95	50108781.9261433
MET:FEATURE:positive:116.0708:25.46	23586520.8971623
MET:FEATURE:positive:122.0603:2.34	2498971.24768388
MET:FEATURE:positive:122.0603:34.54	3669605.9155612
MET:FEATURE:positive:122.0603:56.17	3854231.51571121
MET:FEATURE:positive:122.0602:19.60	3665534.90339949
MET:FEATURE:positive:122.0603:9.51	1701531.22752026
MET:FEATURE:positive:122.0603:42.01	1632192.46474055
MET:FEATURE:positive:122.0603:48.19	269317.190872812
MET:FEATURE:positive:124.0394:24.96	17933046.8997899
MET:FEATURE:positive:127.1398:28.65	23823935.6595274
MET:FEATURE:positive:130.0863:31.48	13135818.7535228
MET:FEATURE:positive:133.1052:33.29	9578164.01832086
MET:FEATURE:positive:148.0603:25.71	506273877.573693
MET:FEATURE:positive:155.0103:24.02	15031368.1538491
MET:FEATURE:positive:166.0863:33.47	52858381.8552985
MET:FEATURE:positive:168.0655:28.90	22779331.794268
MET:FEATURE:positive:182.0811:27.90	24777638.1359126
MET:FEATURE:positive:186.0760:19.15	11944251.0319456
MET:FEATURE:positive:196.0370:24.02	2822702.29001194
MET:FEATURE:positive:352.2691:57.14	2507865.49907143
MET:FEATURE:positive:118.0865:28.65	80463814.7299734
MET:FEATURE:positive:126.0552:19.41	3850898.27967097
MET:FEATURE:positive:127.0392:2.20	2278989.2432254
MET:FEATURE:positive:127.0390:21.07	6802117.4274473
MET:FEATURE:positive:128.0707:27.90	4055209.64362991
MET:FEATURE:positive:129.0659:27.47	2370128.78834543
MET:FEATURE:positive:130.1591:34.54	33770180.3970496
MET:FEATURE:positive:131.0532:25.71	10218757.143384
MET:FEATURE:positive:138.0549:19.15	10651762.1589704
MET:FEATURE:positive:140.0106:22.85	43167363.4844032
MET:FEATURE:positive:144.9821:44.94	23360401.2327815
MET:FEATURE:positive:144.9821:61.05	13602023.0088904
MET:FEATURE:positive:146.9803:44.94	10698158.0971531
MET:FEATURE:positive:152.0706:34.86	4206491.50432047
MET:FEATURE:positive:162.0759:27.47	217375753.880169
MET:FEATURE:positive:170.0610:27.68	103303288.664602
MET:FEATURE:positive:187.2249:51.30	17197694.1319489
MET:FEATURE:positive:213.9829:44.69	4520441.47650121
MET:FEATURE:positive:214.0035:34.54	3038907.85182867
MET:FEATURE:positive:283.1174:63.03	417768.05545917
MET:FEATURE:positive:127.0915:6.49	1759949.17746052
MET:FEATURE:positive:127.0915:41.22	2888881.35499955
MET:FEATURE:positive:127.0915:55.95	1678756.08528211
MET:FEATURE:positive:127.0915:19.41	2763403.56106432
MET:FEATURE:positive:127.0915:32.73	1261201.81004899
MET:FEATURE:positive:127.0915:10.96	1381719.91898153
MET:FEATURE:positive:127.0915:48.56	1248988.8296284
MET:FEATURE:positive:127.0915:60.86	1125663.8249555
MET:FEATURE:positive:137.0651:26.21	5239662.92927477
MET:FEATURE:positive:245.9945:42.38	83304995.5909698
MET:FEATURE:positive:245.9944:35.11	62274875.8403654
MET:FEATURE:positive:311.2423:57.14	35631822.5899731
MET:FEATURE:positive:387.2320:65.24	2973841.1583012
MET:FEATURE:positive:404.2620:64.98	3563292.57088609
MET:FEATURE:positive:464.2551:65.24	439509.690805614
MET:FEATURE:positive:475.2874:65.24	2319566.42271201
MET:FEATURE:positive:792.3853:64.59	8520549.41286046
MET:FEATURE:positive:448.2601:65.24	1060574.91018221
MET:FEATURE:positive:488.3007:65.24	1107169.04432708
MET:FEATURE:positive:791.3822:64.98	28325216.44187
MET:FEATURE:positive:281.1015:64.98	2414262.85137247
MET:FEATURE:positive:390.1874:64.98	1571396.93953493
MET:FEATURE:positive:121.0600:65.24	673347.697090876
MET:FEATURE:positive:790.3789:64.98	57110253.5925703
MET:FEATURE:positive:456.2204:65.24	1096062.80392101
MET:FEATURE:positive:360.1913:66.09	5588123.14578859
MET:FEATURE:positive:444.2379:65.24	5364753.16480189
MET:FEATURE:positive:512.3090:65.84	131631.929995512
MET:FEATURE:positive:122.0680:65.66	798860.862668132
MET:FEATURE:positive:387.1278:65.24	2433071.57342365
MET:FEATURE:positive:462.2762:65.24	2226358.81921271
MET:FEATURE:positive:435.2465:65.66	601075.401433104
MET:FEATURE:positive:516.3312:65.24	1103698.29826336
MET:FEATURE:positive:131.0856:68.38	76572.3175527894
MET:FEATURE:positive:165.0758:66.70	314930.036672196
MET:FEATURE:positive:330.1777:67.34	650552.70710983
MET:FEATURE:positive:404.1506:65.24	4071821.63593071
MET:FEATURE:positive:407.2146:65.24	2894682.80328642
MET:FEATURE:positive:500.3787:67.09	266447.069814726
MET:FEATURE:positive:147.0649:65.24	995962.916003569
MET:FEATURE:positive:286.1363:67.95	282260.384983992
MET:FEATURE:positive:478.0932:67.70	252030.288446844
MET:FEATURE:positive:434.2433:65.24	6363568.42872239
MET:FEATURE:positive:234.2215:69.08	127653.306252312
MET:FEATURE:positive:446.1448:68.38	369715.20052808
MET:FEATURE:positive:488.2275:68.64	1536644.46122163
MET:FEATURE:positive:367.3317:68.64	84053.1741832892
MET:FEATURE:positive:416.1784:68.64	338519.609301121
MET:FEATURE:positive:432.2020:68.64	4365687.85061333
MET:FEATURE:positive:448.2329:65.24	6152562.23294493
MET:FEATURE:positive:489.2306:68.64	444920.464180784
MET:FEATURE:positive:389.1858:65.24	15446232.1363107
MET:FEATURE:positive:476.2636:65.24	3733085.33494283
MET:FEATURE:positive:555.0704:69.27	522409.819605032
MET:FEATURE:positive:312.1673:67.95	796559.378888529
MET:FEATURE:positive:366.2847:68.83	798061.542141193
MET:FEATURE:positive:410.3112:69.27	377324.081967475
MET:FEATURE:positive:415.1749:68.83	1758591.33528812
MET:FEATURE:positive:446.2178:69.52	483276.681194961
MET:FEATURE:positive:573.1005:69.08	350620.934964794
MET:FEATURE:positive:723.9963:69.89	449297.718866627
MET:FEATURE:positive:311.1639:67.70	3870073.31073437
MET:FEATURE:positive:224.2371:69.27	42000.1401035319
MET:FEATURE:positive:247.0959:69.89	191629.348418626
MET:FEATURE:positive:255.2139:69.52	146660.960809442
MET:FEATURE:positive:475.2515:69.27	404285.714552109
MET:FEATURE:positive:724.9962:69.89	90553.7576441878
MET:FEATURE:positive:332.1492:69.70	75840.3426452838
MET:FEATURE:positive:250.1157:69.70	435452.987259275
MET:FEATURE:positive:257.2108:69.08	676917.677615
MET:FEATURE:positive:329.1745:67.34	3425432.95462224
MET:FEATURE:positive:463.2514:65.24	3838903.80625999
MET:FEATURE:positive:498.3636:70.33	242540.372155241
MET:FEATURE:positive:572.0973:69.27	2135950.1080357
MET:FEATURE:positive:461.2722:65.24	16744251.6515383
MET:FEATURE:positive:474.2483:69.08	1896601.90120256
MET:FEATURE:positive:559.4243:70.72	117721.736908412
MET:FEATURE:positive:455.2172:65.24	4818150.38565509
MET:FEATURE:positive:488.2639:69.52	1024560.47817448
MET:FEATURE:positive:474.2842:65.24	8952120.52049047
MET:FEATURE:positive:294.2273:67.34	853115.927756216
MET:FEATURE:positive:535.0646:70.72	485005.119792803
MET:FEATURE:positive:558.4209:70.72	498829.571121505
MET:FEATURE:positive:691.9702:70.33	489634.592660363
MET:FEATURE:positive:447.2568:65.24	8076222.17363095
MET:FEATURE:positive:553.0947:70.33	937816.88483301
MET:FEATURE:positive:461.2358:65.24	21727978.2808985
MET:FEATURE:positive:252.1315:71.99	138930.295813359
MET:FEATURE:positive:268.1257:65.41	5653756.4012461
MET:FEATURE:positive:307.2478:71.99	187167.887597445
MET:FEATURE:positive:343.2954:72.63	504014.465517861
MET:FEATURE:positive:275.2773:72.63	295343.529077847
MET:FEATURE:positive:325.2008:73.90	186278.482390353
MET:FEATURE:positive:419.2253:65.24	4948780.83010796
MET:FEATURE:positive:659.9439:70.14	1437314.4184137
MET:FEATURE:positive:132.0810:72.63	289258.33997077
MET:FEATURE:positive:406.2120:65.24	25553659.0508661
MET:FEATURE:positive:424.3268:73.90	911930.92464982
MET:FEATURE:positive:238.1154:73.90	1446213.40444526
MET:FEATURE:positive:249.1120:69.52	3656488.85480176
MET:FEATURE:positive:274.2738:73.53	2004128.20487123
MET:FEATURE:positive:329.0050:64.59	3816934.70509937
MET:FEATURE:positive:358.1729:73.90	821905.592358092
MET:FEATURE:positive:369.1693:65.24	4692181.93446629
MET:FEATURE:positive:398.2303:73.90	512645.114368253
MET:FEATURE:positive:405.2095:65.24	151731733.979644
MET:FEATURE:positive:418.2216:65.24	16011312.9360129
MET:FEATURE:positive:442.2584:73.53	1643455.94755909
MET:FEATURE:positive:460.2326:65.24	78027682.0489685
MET:FEATURE:positive:460.2687:65.24	58246883.8972131
MET:FEATURE:positive:136.0836:65.66	1830801.71872169
MET:FEATURE:positive:136.0837:73.53	564590.880696428
MET:FEATURE:positive:162.0910:65.24	1195784.67848143
MET:FEATURE:positive:228.1957:69.70	3116311.17050123
MET:FEATURE:positive:231.2513:74.59	203649.748516137
MET:FEATURE:positive:283.2452:74.59	84609.7451970205
MET:FEATURE:positive:285.1329:66.30	3430922.60024403
MET:FEATURE:positive:289.2929:75.21	1877298.85251779
MET:FEATURE:positive:309.1484:73.53	496923.482484374
MET:FEATURE:positive:319.2541:74.15	528625.064987627
MET:FEATURE:positive:386.1960:73.53	3804707.28974968
MET:FEATURE:positive:388.2113:73.90	803267.459480277
MET:FEATURE:positive:414.2274:73.90	887370.803808418
MET:FEATURE:positive:433.2409:65.24	38500387.9122303
MET:FEATURE:positive:442.2223:73.90	1218928.72060856
MET:FEATURE:positive:446.2533:65.24	29158631.2082004
MET:FEATURE:positive:552.0911:70.33	5866637.44859575
MET:FEATURE:positive:121.0646:67.34	2037483.02105707
MET:FEATURE:positive:200.2372:74.59	498450.603929896
MET:FEATURE:positive:214.2528:74.59	1436189.95877027
MET:FEATURE:positive:251.1277:72.38	1466059.09557785
MET:FEATURE:positive:280.2482:74.59	323862.479680409
MET:FEATURE:positive:306.2636:72.38	569668.221861938
MET:FEATURE:positive:327.0079:64.59	3991883.95260804
MET:FEATURE:positive:375.1995:74.15	1090722.31540696
MET:FEATURE:positive:387.1796:65.24	381184618.059842
MET:FEATURE:positive:402.2274:74.15	2274028.38455474
MET:FEATURE:positive:432.2374:65.24	141373172.779055
MET:FEATURE:positive:147.0763:25.21	245223078.678928
MET:FEATURE:positive:158.1539:62.78	3211649.69251944
MET:FEATURE:positive:230.2478:74.59	1376779.88084872
MET:FEATURE:positive:304.2840:76.55	386991.135092402
MET:FEATURE:positive:388.1830:65.24	93174679.7107507
MET:FEATURE:positive:227.2481:74.59	1302448.4714253
MET:FEATURE:positive:267.1223:65.84	51482935.4728623
MET:FEATURE:positive:267.1225:71.74	16281994.0499717
MET:FEATURE:positive:440.2770:74.40	3008084.47372392
MET:FEATURE:positive:404.2062:65.24	614285583.176296
MET:FEATURE:positive:221.1172:76.55	1282504.04920359
MET:FEATURE:positive:374.1960:74.40	4730986.94076396
MET:FEATURE:positive:306.2768:77.02	389712.860221678
MET:FEATURE:positive:237.1120:74.40	9409667.3818819
MET:FEATURE:positive:296.2038:77.02	1828536.97877381
MET:FEATURE:positive:322.2758:77.02	19559320.9757989
MET:FEATURE:positive:325.2512:76.77	1571827.73124059
MET:FEATURE:positive:325.2598:76.77	1098057.375472
MET:FEATURE:positive:321.2696:77.02	2598755.33311577
MET:FEATURE:positive:363.3025:77.02	814790.65984501
MET:FEATURE:positive:537.3942:76.55	8310704.93995592
MET:FEATURE:positive:147.6919:77.24	1522879.07697463
MET:FEATURE:positive:324.3192:77.24	2847304.63896685
MET:FEATURE:positive:324.3280:76.77	7530522.14074526
MET:FEATURE:positive:128.1119:77.02	655332.659795967
MET:FEATURE:positive:482.3691:77.96	1112076.02186263
MET:FEATURE:positive:531.4075:76.77	5178504.29357105
MET:FEATURE:positive:367.3200:77.02	1970053.6828847
MET:FEATURE:positive:113.0858:76.77	532981.468028027
MET:FEATURE:positive:119.0223:77.02	408508.165512209
MET:FEATURE:positive:277.1800:79.25	80192.3423752233
MET:FEATURE:positive:304.3001:78.21	535336.014293331
MET:FEATURE:positive:343.1534:79.68	544440.099113292
MET:FEATURE:positive:244.2273:79.46	67631.4154057968
MET:FEATURE:positive:397.2006:79.46	374769.55289555
MET:FEATURE:positive:557.2725:78.86	444412.024647287
MET:FEATURE:positive:295.1535:79.46	220397.489715182
MET:FEATURE:positive:323.2420:77.02	1158350.06325233
MET:FEATURE:positive:277.1433:79.46	188946.284754177
MET:FEATURE:positive:350.2536:77.74	9157639.31377166
