feature_id	YEAST-CENPK-LOWGROWTH
MET:FEATURE:positive:325.3312:76.77	1590764.11578196
MET:FEATURE:positive:244.2636:76.55	2395346.11094934
MET:FEATURE:positive:311.2769:80.73	105148.592459084
MET:FEATURE:positive:317.3243:80.15	376169.171664164
MET:FEATURE:positive:249.1845:78.21	471242.629219581
MET:FEATURE:positive:258.2427:80.40	136514.714058923
MET:FEATURE:positive:268.1752:80.73	144337.345912321
MET:FEATURE:positive:327.2976:76.77	3148863.13108
MET:FEATURE:positive:203.1430:80.98	199443.721831245
MET:FEATURE:positive:277.2368:80.98	130418.261990554
MET:FEATURE:positive:294.2640:80.40	409156.918786971
MET:FEATURE:positive:360.1808:79.46	553874.995572822
MET:FEATURE:positive:578.3121:80.73	967936.748593522
MET:FEATURE:positive:113.0903:76.77	2771693.27967476
MET:FEATURE:positive:163.0749:79.46	621025.790082658
MET:FEATURE:positive:149.5621:77.24	1178389.16600525
MET:FEATURE:positive:206.0899:81.23	76377.3901755935
MET:FEATURE:positive:259.2826:81.70	243171.134155255
MET:FEATURE:positive:298.3469:80.98	210814.058769855
MET:FEATURE:positive:540.4108:81.23	1037240.60533636
MET:FEATURE:positive:545.2721:81.23	110873.586660214
MET:FEATURE:positive:584.4373:81.45	326197.365882524
MET:FEATURE:positive:258.2790:81.45	1467734.09704069
MET:FEATURE:positive:324.2562:76.77	8357174.64751292
MET:FEATURE:positive:522.2486:80.40	3898451.57562964
MET:FEATURE:positive:235.0964:79.25	1979026.6862371
MET:FEATURE:positive:267.1718:80.98	1214052.57990398
MET:FEATURE:positive:438.2613:81.23	1741657.91671783
MET:FEATURE:positive:564.2950:80.98	534599.572153603
MET:FEATURE:positive:189.1272:83.03	166254.446927005
MET:FEATURE:positive:288.2893:75.44	9036494.89992677
MET:FEATURE:positive:181.0495:82.09	373572.473390546
MET:FEATURE:positive:187.2249:75.44	8030392.3336609
MET:FEATURE:positive:272.2942:83.97	655289.466983099
MET:FEATURE:positive:426.3416:82.09	330700.915105582
MET:FEATURE:positive:459.3611:83.25	1646251.77025781
MET:FEATURE:positive:460.3640:82.34	436656.053795205
MET:FEATURE:positive:149.0231:81.45	507300.926946938
MET:FEATURE:positive:202.0442:35.71	114850777.052482
MET:FEATURE:positive:202.0442:41.65	56385421.9389461
MET:FEATURE:positive:280.1624:82.09	993237.579382927
MET:FEATURE:positive:297.2418:78.86	1513916.5407065
MET:FEATURE:positive:205.0858:81.70	1044826.08704917
MET:FEATURE:positive:573.2939:83.03	835986.873251705
MET:FEATURE:positive:364.3080:77.02	10512910.0133387
MET:FEATURE:positive:316.2844:83.46	1464839.28689019
MET:FEATURE:positive:360.3107:83.72	412859.298384802
MET:FEATURE:positive:473.3429:83.46	1162298.21578552
MET:FEATURE:positive:324.2480:76.77	8985463.18858474
MET:FEATURE:positive:468.3083:83.03	6037704.45913663
MET:FEATURE:positive:184.0737:83.97	2885666.54758417
MET:FEATURE:positive:598.4527:84.22	1003592.10798491
MET:FEATURE:positive:123.5794:84.39	378889.086015402
MET:FEATURE:positive:452.2114:84.64	822697.656499538
MET:FEATURE:positive:494.2640:84.39	1933658.09468619
MET:FEATURE:positive:494.3994:84.39	1875834.8964467
MET:FEATURE:positive:496.3289:84.39	15132951.5012952
MET:FEATURE:positive:497.3318:84.39	2149656.36423988
MET:FEATURE:positive:532.2793:84.64	1070704.11793034
MET:FEATURE:positive:754.2069:85.11	799875.9089271
MET:FEATURE:positive:796.2531:84.39	2677154.86469579
MET:FEATURE:positive:988.6434:84.39	8616151.46078024
MET:FEATURE:positive:272.2944:84.39	746049.451375663
MET:FEATURE:positive:366.3178:77.02	17269016.1191296
MET:FEATURE:positive:494.2490:84.64	2332975.75229957
MET:FEATURE:positive:945.5934:84.64	4437782.0708682
MET:FEATURE:positive:946.5969:84.64	2399420.9193673
MET:FEATURE:positive:987.6400:84.39	16054275.3203661
MET:FEATURE:positive:339.2080:85.32	979893.268363681
MET:FEATURE:positive:268.0820:85.83	295488.462901124
MET:FEATURE:positive:445.3352:85.57	3791134.75761151
MET:FEATURE:positive:770.1785:85.11	1137326.01573127
MET:FEATURE:positive:303.3085:84.86	1158425.69246798
MET:FEATURE:positive:472.3394:83.97	5892386.67138128
MET:FEATURE:positive:498.2727:85.57	652316.30446839
MET:FEATURE:positive:517.3091:84.64	2042475.99212535
MET:FEATURE:positive:549.3043:85.83	1006848.74725189
MET:FEATURE:positive:564.2894:85.83	1453959.43442141
MET:FEATURE:positive:812.2262:84.64	6957766.73799541
MET:FEATURE:positive:813.2290:84.64	2062422.93826411
MET:FEATURE:positive:474.2584:85.11	3667621.29572643
MET:FEATURE:positive:548.3007:85.83	2956350.68520359
MET:FEATURE:positive:665.4663:86.70	3081328.12315027
MET:FEATURE:positive:148.6192:77.02	9149250.57530827
MET:FEATURE:positive:454.2824:84.86	4857714.32071259
MET:FEATURE:positive:473.8284:86.49	305022.463839438
MET:FEATURE:positive:621.4402:86.70	2835635.73155389
MET:FEATURE:positive:332.3156:86.04	1771138.66118141
MET:FEATURE:positive:399.2502:83.97	6124555.22632652
MET:FEATURE:positive:401.3090:86.04	2765394.42899215
MET:FEATURE:positive:516.3058:84.64	7664851.66283004
MET:FEATURE:positive:544.3396:86.04	2128864.27104007
MET:FEATURE:positive:562.2792:86.04	7925098.67288301
MET:FEATURE:positive:562.3170:86.27	6556494.33143329
MET:FEATURE:positive:401.2869:86.94	466740.824974928
MET:FEATURE:positive:440.3579:86.94	12024087.0652858
MET:FEATURE:positive:441.3614:87.15	2930623.98688647
MET:FEATURE:positive:490.2305:86.27	5189041.84423657
MET:FEATURE:positive:529.4138:87.15	1887633.74014359
MET:FEATURE:positive:563.2826:86.04	2912835.10446978
MET:FEATURE:positive:563.3207:86.27	2465011.64862613
MET:FEATURE:positive:567.2934:87.62	367378.417482606
MET:FEATURE:positive:709.4925:86.70	2244810.27837411
MET:FEATURE:positive:291.2527:86.70	3008662.62897876
MET:FEATURE:positive:372.3469:87.15	976683.653205986
MET:FEATURE:positive:528.4107:87.15	6701444.66986882
MET:FEATURE:positive:534.2850:86.04	10135827.2047926
MET:FEATURE:positive:309.2826:86.70	1257231.44474193
MET:FEATURE:positive:326.2941:76.77	36291175.4989265
MET:FEATURE:positive:535.2886:86.04	3399407.78603324
MET:FEATURE:positive:573.4401:87.15	1361903.40281166
MET:FEATURE:positive:326.2765:87.40	301202.349810485
MET:FEATURE:positive:397.3352:86.94	3328370.33724056
MET:FEATURE:positive:402.3575:87.15	799122.595133064
MET:FEATURE:positive:482.3242:86.70	2823680.65806719
MET:FEATURE:positive:484.3843:87.40	10307636.1966243
MET:FEATURE:positive:497.2706:85.11	5982743.28132706
MET:FEATURE:positive:538.3391:87.62	1087974.44226314
MET:FEATURE:positive:616.4631:87.40	2914196.55371487
MET:FEATURE:positive:660.4891:87.40	1675549.84638357
MET:FEATURE:positive:826.2426:87.40	824896.051564918
MET:FEATURE:positive:312.2610:83.46	5789919.94042523
MET:FEATURE:positive:353.3088:86.94	3198044.86731205
MET:FEATURE:positive:398.3626:87.87	439013.220726501
MET:FEATURE:positive:484.2678:88.12	221677.696900759
MET:FEATURE:positive:507.2569:86.04	7831149.7437844
MET:FEATURE:positive:518.2492:86.49	314586.572962887
MET:FEATURE:positive:572.2912:83.46	5849537.84181791
MET:FEATURE:positive:620.4367:86.70	8237979.39283319
MET:FEATURE:positive:664.4628:86.94	7055951.26458379
MET:FEATURE:positive:752.5152:86.70	4282101.57753069
MET:FEATURE:positive:753.5181:86.70	1758724.9116356
MET:FEATURE:positive:344.3155:87.87	700468.398837736
MET:FEATURE:positive:347.3348:88.12	2223129.34014609
MET:FEATURE:positive:356.2793:85.57	2169855.90894902
MET:FEATURE:positive:360.3626:87.62	421162.75972736
MET:FEATURE:positive:453.2801:85.11	29853974.9614871
MET:FEATURE:positive:485.3878:87.40	2536749.00099736
MET:FEATURE:positive:489.2270:86.27	15136597.8844041
MET:FEATURE:positive:708.4891:86.70	6077244.59824308
MET:FEATURE:positive:209.1900:86.94	463334.389038708
MET:FEATURE:positive:284.2945:86.94	5424781.40599935
MET:FEATURE:positive:287.3136:87.40	2839663.89483914
MET:FEATURE:positive:335.2787:86.94	3654953.93282507
MET:FEATURE:positive:352.3054:86.94	16270569.9158266
MET:FEATURE:positive:392.3310:88.12	2676151.67118275
MET:FEATURE:positive:400.3055:86.04	12065110.9325081
MET:FEATURE:positive:444.3317:86.04	16602619.1606522
MET:FEATURE:positive:452.2767:84.86	126435136.089133
MET:FEATURE:positive:466.2927:87.87	11488300.7313195
MET:FEATURE:positive:467.2962:88.12	2669913.37204101
MET:FEATURE:positive:473.3769:88.12	2912014.70544102
MET:FEATURE:positive:488.2750:88.12	707155.671970125
MET:FEATURE:positive:502.4123:88.59	139339.312025276
MET:FEATURE:positive:511.2866:88.12	375472.848147271
MET:FEATURE:positive:537.3357:87.87	3371133.21462871
MET:FEATURE:positive:576.4104:86.70	8732764.99537371
MET:FEATURE:positive:585.3035:87.62	1092984.7974607
MET:FEATURE:positive:314.1466:81.23	1716489.76825131
MET:FEATURE:positive:346.3314:88.12	10196164.491952
MET:FEATURE:positive:488.3582:86.49	11294158.0816182
MET:FEATURE:positive:495.3270:84.64	94901100.329754
MET:FEATURE:positive:506.2535:86.27	23849930.1476551
MET:FEATURE:positive:571.2877:83.46	20233884.1282492
MET:FEATURE:positive:305.2687:89.27	189747.852523539
MET:FEATURE:positive:325.2738:87.62	1662978.80087817
MET:FEATURE:positive:396.3317:87.15	16132932.4071299
MET:FEATURE:positive:496.2674:85.11	24730037.1024821
MET:FEATURE:positive:510.2835:88.12	1915710.93714035
MET:FEATURE:positive:224.0116:44.69	16661331.171053
MET:FEATURE:positive:322.2952:89.52	595726.172520413
MET:FEATURE:positive:330.3366:89.06	1388950.20286785
MET:FEATURE:positive:814.2421:89.27	1015764.73229748
MET:FEATURE:positive:313.2738:91.18	952946.663167649
MET:FEATURE:positive:366.3199:89.92	1203905.51463592
MET:FEATURE:positive:766.5310:90.68	1366117.05113255
MET:FEATURE:positive:722.5049:90.93	1778761.92189468
MET:FEATURE:positive:358.3674:90.13	888845.449631443
MET:FEATURE:positive:414.3212:90.13	1429508.9755493
MET:FEATURE:positive:522.2901:90.35	1469034.09823758
MET:FEATURE:positive:312.3624:90.35	896738.691804786
MET:FEATURE:positive:522.2739:90.35	1893484.79576712
MET:FEATURE:positive:522.4372:90.35	1758631.06985999
MET:FEATURE:positive:840.2580:90.35	3665559.06129681
MET:FEATURE:positive:130.5872:90.68	381200.212448193
MET:FEATURE:positive:455.2951:91.18	955668.185780698
MET:FEATURE:positive:518.2631:91.18	596530.33810725
MET:FEATURE:positive:480.2364:90.93	1197393.11831422
MET:FEATURE:positive:482.3143:90.93	7779611.94588445
MET:FEATURE:positive:545.3402:90.68	1553212.97215992
MET:FEATURE:positive:824.2852:90.68	1840614.87940338
MET:FEATURE:positive:120.0757:91.18	194905.752422723
MET:FEATURE:positive:480.3803:91.18	999931.776612412
MET:FEATURE:positive:782.2383:91.58	1024441.94520992
MET:FEATURE:positive:354.4090:91.83	730091.954202875
MET:FEATURE:positive:410.3468:90.13	566984.097782732
MET:FEATURE:positive:481.3116:91.18	40872809.1319199
MET:FEATURE:positive:520.3993:92.33	1497212.15657938
MET:FEATURE:positive:527.3068:91.58	336391.469437766
MET:FEATURE:positive:421.3586:92.33	180363.273286268
MET:FEATURE:positive:509.3429:87.87	6640728.07309338
MET:FEATURE:positive:270.2425:92.55	130559.715768699
MET:FEATURE:positive:430.3892:91.58	841834.655760631
MET:FEATURE:positive:229.2163:92.55	200447.214415192
MET:FEATURE:positive:257.1900:92.55	153402.318017425
MET:FEATURE:positive:322.2946:90.68	353069.664236959
MET:FEATURE:positive:494.3237:84.64	342539182.403474
MET:FEATURE:positive:496.3395:90.35	52471992.4349318
MET:FEATURE:positive:497.3429:90.35	14675288.844334
MET:FEATURE:positive:511.3590:93.01	875575.580860537
MET:FEATURE:positive:544.3369:90.93	5480323.50323712
MET:FEATURE:positive:510.3553:93.01	3040660.73140868
MET:FEATURE:positive:546.2801:92.08	2308731.08541732
MET:FEATURE:positive:831.6222:93.26	222951.796143375
MET:FEATURE:positive:314.3417:92.08	1461886.3509629
MET:FEATURE:positive:468.4412:93.01	1664191.25611711
MET:FEATURE:positive:568.2612:93.01	236444.76250438
MET:FEATURE:positive:499.2853:92.33	1430790.46517556
MET:FEATURE:positive:526.3039:91.58	2723972.22854433
MET:FEATURE:positive:458.3478:90.93	1521730.59809195
MET:FEATURE:positive:512.4156:93.92	945556.457256126
MET:FEATURE:positive:578.2177:92.55	913347.712485871
MET:FEATURE:positive:600.4687:93.48	582773.964448335
MET:FEATURE:positive:425.3662:94.31	334482.221106756
MET:FEATURE:positive:454.2927:90.93	4674738.16719299
MET:FEATURE:positive:514.2012:93.26	186429.566724285
MET:FEATURE:positive:522.3553:90.68	268653532.48381
MET:FEATURE:positive:524.2985:91.58	50975991.1457157
MET:FEATURE:positive:525.3017:91.58	14221902.0822227
MET:FEATURE:positive:431.3157:94.56	355302.499416836
MET:FEATURE:positive:582.3117:92.33	2892936.20015309
MET:FEATURE:positive:381.3399:94.56	374117.426947407
MET:FEATURE:positive:421.3348:94.31	609661.675025607
MET:FEATURE:positive:523.3585:90.68	80187599.4761692
MET:FEATURE:positive:574.3074:92.80	1995610.82749463
MET:FEATURE:positive:311.2576:83.46	27601891.8562942
MET:FEATURE:positive:502.2901:91.83	4880536.49599768
MET:FEATURE:positive:319.2841:94.82	353518.782433263
MET:FEATURE:positive:437.2660:94.82	338778.939583744
MET:FEATURE:positive:506.3760:95.07	686964.106368407
MET:FEATURE:positive:556.4421:94.56	770585.093293641
MET:FEATURE:positive:356.2585:95.50	253594.210738822
MET:FEATURE:positive:546.3525:95.72	1497410.13193598
MET:FEATURE:positive:552.3928:95.50	148991.247340784
MET:FEATURE:positive:553.2772:83.97	10060776.1130095
MET:FEATURE:positive:460.3137:95.32	2665420.41520681
MET:FEATURE:positive:477.3404:95.72	624450.783278233
MET:FEATURE:positive:622.3045:93.73	1027210.25944715
MET:FEATURE:positive:827.3043:95.97	212139.228266613
MET:FEATURE:positive:420.3319:94.56	2787144.69617071
MET:FEATURE:positive:490.3527:95.50	1019737.08650017
MET:FEATURE:positive:518.3842:95.50	2359782.90436831
MET:FEATURE:positive:519.3875:95.32	989301.123789196
MET:FEATURE:positive:532.3621:95.50	1664433.63023394
MET:FEATURE:positive:532.3991:95.50	3250887.95101966
MET:FEATURE:positive:533.4026:95.72	1173414.57958649
MET:FEATURE:positive:569.3085:96.43	390945.028302228
MET:FEATURE:positive:810.3227:95.97	353828.328246065
MET:FEATURE:positive:826.3010:95.97	635189.536481375
MET:FEATURE:positive:497.2673:95.72	546374.904309184
MET:FEATURE:positive:508.3841:95.50	371567.07621882
MET:FEATURE:positive:551.3903:95.72	969513.126820755
MET:FEATURE:positive:633.4757:96.43	461565.215678627
MET:FEATURE:positive:424.3632:94.56	1738796.5690164
MET:FEATURE:positive:468.3897:94.56	1274435.54653816
MET:FEATURE:positive:525.3744:95.97	6674555.19840737
MET:FEATURE:positive:842.2739:95.97	1295217.07371615
MET:FEATURE:positive:316.2352:95.72	1289540.60345729
MET:FEATURE:positive:334.2456:95.97	498525.074400977
MET:FEATURE:positive:347.2579:95.97	815196.047483722
MET:FEATURE:positive:467.3130:96.22	843803.1668313
MET:FEATURE:positive:551.4344:97.59	297117.643627132
MET:FEATURE:positive:270.2791:96.90	244751.704745034
MET:FEATURE:positive:490.3891:96.22	435036.72512499
MET:FEATURE:positive:505.3718:95.50	3897200.5430656
MET:FEATURE:positive:524.3710:95.97	22418779.1079477
MET:FEATURE:positive:550.3871:95.97	2932860.51650994
MET:FEATURE:positive:570.4576:96.43	589284.051463868
MET:FEATURE:positive:571.4613:97.15	149037.051734983
MET:FEATURE:positive:332.2583:96.69	707772.404454048
MET:FEATURE:positive:468.3166:96.69	172253.235406574
MET:FEATURE:positive:556.2961:92.33	2504543.85089758
MET:FEATURE:positive:616.3462:91.58	2485095.63038495
MET:FEATURE:positive:459.3102:95.32	9486149.2172387
MET:FEATURE:positive:563.4291:97.34	3401656.79568522
MET:FEATURE:positive:296.2582:97.34	345736.746571836
MET:FEATURE:positive:476.3372:95.97	2301067.17783626
MET:FEATURE:positive:504.3683:95.50	11038344.2436117
MET:FEATURE:positive:527.4353:97.15	224693.782488658
MET:FEATURE:positive:380.3370:94.56	2441688.06892473
MET:FEATURE:positive:483.4089:97.34	269899.260907345
MET:FEATURE:positive:526.4315:97.34	809843.86752905
MET:FEATURE:positive:614.4845:97.84	366447.064356047
MET:FEATURE:positive:694.5096:98.03	468406.551809767
MET:FEATURE:positive:333.2424:95.97	2260115.04233401
MET:FEATURE:positive:370.4315:98.03	279990.39824411
MET:FEATURE:positive:562.4257:97.59	8713109.42271517
MET:FEATURE:positive:335.2583:98.46	54151.9928793103
MET:FEATURE:positive:511.3901:98.46	393145.515540046
MET:FEATURE:positive:350.3265:97.34	881671.549681601
MET:FEATURE:positive:438.3792:97.59	1273726.13063639
MET:FEATURE:positive:547.4029:98.46	751642.16556263
MET:FEATURE:positive:600.3228:91.83	6315210.11736776
MET:FEATURE:positive:394.3526:97.59	1326013.7698146
MET:FEATURE:positive:508.1890:95.97	407704.504065459
MET:FEATURE:positive:229.1993:99.11	107274.970375542
MET:FEATURE:positive:237.2213:97.59	616666.983147953
MET:FEATURE:positive:257.2583:99.11	170873.741308105
MET:FEATURE:positive:621.3009:93.26	3997643.15070745
MET:FEATURE:positive:399.3259:99.11	384305.606241282
MET:FEATURE:positive:273.2575:99.11	320819.463160835
MET:FEATURE:positive:624.3192:99.89	427875.788362068
MET:FEATURE:positive:480.3082:91.18	160938756.980967
MET:FEATURE:positive:315.2317:95.72	5150163.38717537
MET:FEATURE:positive:338.3058:100.14	96612.1071942362
MET:FEATURE:positive:577.4448:100.36	11426766.9095495
MET:FEATURE:positive:327.3164:100.66	94039.5813927751
MET:FEATURE:positive:341.3049:100.14	1076682.44195398
MET:FEATURE:positive:550.4318:98.46	1765960.95563177
MET:FEATURE:positive:498.2829:92.33	6394063.99168865
MET:FEATURE:positive:512.5038:100.66	1340785.35509076
MET:FEATURE:positive:570.1894:101.85	116165.666807511
MET:FEATURE:positive:584.4742:101.41	457006.034270658
MET:FEATURE:positive:602.3382:99.67	1518170.1992011
MET:FEATURE:positive:645.2981:99.89	313917.415577304
MET:FEATURE:positive:313.2733:92.08	1728274.63735657
MET:FEATURE:positive:369.4283:98.71	2605805.27351404
MET:FEATURE:positive:530.3757:101.85	1632939.23444694
MET:FEATURE:positive:540.4472:101.41	646782.719997476
MET:FEATURE:positive:364.3419:102.10	762069.518776831
MET:FEATURE:positive:429.3005:102.50	217064.628186538
MET:FEATURE:positive:433.2774:101.60	135873.740868912
MET:FEATURE:positive:496.4211:101.60	760878.384476591
MET:FEATURE:positive:443.3515:100.66	548501.214673475
MET:FEATURE:positive:344.3241:101.16	768708.507862425
MET:FEATURE:positive:427.3207:99.89	4923105.0870361
MET:FEATURE:positive:430.3394:101.16	652812.652700197
MET:FEATURE:positive:584.3276:99.89	1857108.05823296
MET:FEATURE:positive:452.3944:101.85	949700.018239243
MET:FEATURE:positive:732.4143:103.18	2331063.49040157
MET:FEATURE:positive:740.5520:102.71	1123131.57741866
MET:FEATURE:positive:387.2560:103.43	587235.919128824
MET:FEATURE:positive:492.3718:102.71	1185370.02483958
MET:FEATURE:positive:326.3135:101.16	1148109.3832949
MET:FEATURE:positive:608.4739:103.43	634986.762597065
MET:FEATURE:positive:652.4999:103.18	1296725.4143302
MET:FEATURE:positive:696.5258:103.18	1476846.13340164
MET:FEATURE:positive:934.6404:103.18	3053966.5198638
MET:FEATURE:positive:343.3206:101.16	3703308.71701519
MET:FEATURE:positive:564.4476:103.43	524656.096680038
MET:FEATURE:positive:648.4602:103.43	1131834.56735231
MET:FEATURE:positive:935.6438:103.43	1866878.55598718
MET:FEATURE:positive:647.5697:103.84	2279077.53080608
MET:FEATURE:positive:541.5387:103.84	534367.377221106
MET:FEATURE:positive:648.5732:103.84	961614.099398756
MET:FEATURE:positive:325.3102:101.16	5225700.47028197
MET:FEATURE:positive:617.5369:102.97	601999.674219534
MET:FEATURE:positive:626.5914:104.23	5714309.57247779
MET:FEATURE:positive:368.4249:98.71	10091942.0821029
MET:FEATURE:positive:582.2077:103.84	1360177.0198005
MET:FEATURE:positive:616.5338:102.71	1668714.46211022
MET:FEATURE:positive:735.4765:105.36	452317.287983962
MET:FEATURE:positive:383.3518:105.36	335869.796319468
MET:FEATURE:positive:540.5354:104.67	1482093.80631197
MET:FEATURE:positive:466.4104:105.91	351378.184143482
MET:FEATURE:positive:712.4912:105.36	9675892.95599425
MET:FEATURE:positive:220.1775:105.91	369774.41301456
MET:FEATURE:positive:554.5510:105.36	640229.019872181
MET:FEATURE:positive:713.4947:105.66	4332369.67718326
MET:FEATURE:positive:601.3347:99.67	5503696.98932736
MET:FEATURE:positive:625.5880:104.23	13097588.9283859
MET:FEATURE:positive:255.2317:97.84	2457982.25946074
MET:FEATURE:positive:378.3577:106.13	379742.13498839
MET:FEATURE:positive:392.2872:107.06	1312094.09883713
MET:FEATURE:positive:581.3086:92.33	9996266.83944579
MET:FEATURE:positive:154.0498:97.84	2020335.68394498
MET:FEATURE:positive:626.5389:107.42	372915.740483557
MET:FEATURE:positive:393.2912:106.85	172377.67092925
MET:FEATURE:positive:409.3101:102.71	3014687.18301161
MET:FEATURE:positive:429.3362:100.36	2628884.29378323
MET:FEATURE:positive:503.3771:107.06	147180.356023704
MET:FEATURE:positive:573.3033:92.33	8261716.88711029
MET:FEATURE:positive:642.6299:107.06	370235.133362145
MET:FEATURE:positive:448.9448:111.40	2697400.99550471
MET:FEATURE:positive:547.3741:107.42	618469.003657629
MET:FEATURE:positive:801.5526:106.13	12253231.4367312
MET:FEATURE:positive:802.5558:106.13	6670635.95964859
MET:FEATURE:positive:269.2474:105.91	1218488.76026501
MET:FEATURE:positive:371.3155:107.67	1886447.56190217
MET:FEATURE:positive:393.3151:102.97	6602348.7287463
MET:FEATURE:positive:518.3757:107.42	984066.654301621
MET:FEATURE:positive:546.3706:107.42	1968242.97218693
MET:FEATURE:positive:575.4421:107.42	1018425.17460866
MET:FEATURE:positive:628.5487:107.67	194444.303788926
MET:FEATURE:positive:372.3189:107.25	387606.442397624
MET:FEATURE:positive:555.2929:92.33	8926186.45511693
MET:FEATURE:positive:574.4383:107.42	2609878.74893247
MET:FEATURE:positive:228.1957:99.11	1374067.83693795
MET:FEATURE:positive:391.2837:107.06	5838601.99225864
MET:FEATURE:positive:561.4261:107.42	2393494.43472974
MET:FEATURE:positive:283.2630:101.16	1709962.45993399
MET:FEATURE:positive:473.3178:107.67	10478929.6364745
MET:FEATURE:positive:476.3290:108.10	3636970.17163531
MET:FEATURE:positive:547.4104:107.67	7412714.59980483
MET:FEATURE:positive:219.1742:106.13	2460289.33718194
MET:FEATURE:positive:474.3212:107.67	3454424.28464952
MET:FEATURE:positive:477.3324:108.10	1098569.2668884
MET:FEATURE:positive:459.3021:108.10	3701175.22873286
MET:FEATURE:positive:754.2379:108.67	689351.310206703
MET:FEATURE:positive:395.3630:108.89	589523.949642149
MET:FEATURE:positive:699.4757:109.06	627251.060543466
MET:FEATURE:positive:125.0537:108.89	217991.480747145
MET:FEATURE:positive:394.3024:108.89	2374561.50553787
MET:FEATURE:positive:489.3125:108.28	1542388.83854715
MET:FEATURE:positive:698.4728:109.06	1649622.20092221
MET:FEATURE:positive:811.1048:109.06	304453.607177999
MET:FEATURE:positive:279.1589:82.34	6971975.90614156
MET:FEATURE:positive:650.4755:108.89	960413.663823921
MET:FEATURE:positive:738.2660:108.89	1226693.64233334
MET:FEATURE:positive:978.4209:109.06	652734.449722507
MET:FEATURE:positive:395.2555:109.06	767771.333538077
MET:FEATURE:positive:532.3912:108.10	8598195.71133479
MET:FEATURE:positive:658.5691:109.53	286422.155396071
MET:FEATURE:positive:678.4978:109.06	1583717.0218356
MET:FEATURE:positive:199.0902:109.28	453304.190578337
MET:FEATURE:positive:414.3442:109.28	404086.237828911
MET:FEATURE:positive:533.3945:108.10	3304743.61227626
MET:FEATURE:positive:546.4071:107.67	20214728.7914361
MET:FEATURE:positive:704.5131:109.53	1548586.66319414
MET:FEATURE:positive:724.4885:109.53	1567770.08694864
MET:FEATURE:positive:725.4919:109.53	656912.178464999
MET:FEATURE:positive:266.1769:109.06	515574.571777404
MET:FEATURE:positive:465.3941:110.00	166141.288178567
MET:FEATURE:positive:644.1442:110.46	439036.068662035
MET:FEATURE:positive:729.5255:110.97	685489.66412708
MET:FEATURE:positive:153.0417:109.28	424407.373943589
MET:FEATURE:positive:722.1939:110.71	328574.565487151
MET:FEATURE:positive:488.1940:110.97	320463.630015382
MET:FEATURE:positive:599.3191:91.83	20444046.3354991
MET:FEATURE:positive:629.4695:110.97	463106.925053719
MET:FEATURE:positive:629.8037:110.97	234265.538451373
MET:FEATURE:positive:643.8104:110.46	436521.828111398
MET:FEATURE:positive:677.4945:109.28	6423694.78691305
MET:FEATURE:positive:707.5186:110.97	522997.049722977
MET:FEATURE:positive:740.5223:111.15	4105387.19591129
MET:FEATURE:positive:785.2308:110.97	132878.438587092
MET:FEATURE:positive:297.1996:109.28	1034957.44993188
MET:FEATURE:positive:413.3419:110.00	808953.226522565
MET:FEATURE:positive:692.5095:111.40	862689.299875445
MET:FEATURE:positive:714.5066:111.15	4295371.68040664
MET:FEATURE:positive:728.5223:110.97	1845218.04680651
MET:FEATURE:positive:487.3337:110.97	622197.298569902
MET:FEATURE:positive:715.5100:110.97	1970013.03991153
MET:FEATURE:positive:340.2923:91.58	7308532.39795718
MET:FEATURE:positive:506.3878:111.15	388105.719588663
MET:FEATURE:positive:560.4229:107.84	7079259.96450187
MET:FEATURE:positive:614.7942:111.40	396611.686993099
MET:FEATURE:positive:677.8329:111.77	683823.357801692
MET:FEATURE:positive:693.1778:111.40	375517.465108625
MET:FEATURE:positive:707.1839:111.15	441792.368237564
MET:FEATURE:positive:523.6006:111.58	319052.905262814
MET:FEATURE:positive:614.4591:111.58	325025.574575431
MET:FEATURE:positive:635.4467:111.58	862058.178729785
MET:FEATURE:positive:868.6459:112.23	832190.589450708
MET:FEATURE:positive:282.2790:99.11	2253616.99386627
MET:FEATURE:positive:522.5972:111.58	871163.708406
MET:FEATURE:positive:663.8263:111.98	565987.917252109
MET:FEATURE:positive:676.4911:109.28	17338645.7036492
MET:FEATURE:positive:661.4638:112.23	835520.625206051
MET:FEATURE:positive:678.1675:111.77	908879.57631106
MET:FEATURE:positive:648.4825:112.42	775338.228018207
MET:FEATURE:positive:649.4843:112.42	222998.046453515
MET:FEATURE:positive:663.1579:112.23	798600.054550947
MET:FEATURE:positive:691.5106:112.42	1140986.15179624
MET:FEATURE:positive:726.5308:112.63	705292.345530889
MET:FEATURE:positive:727.1990:112.42	497571.14723279
MET:FEATURE:positive:741.8758:112.23	426390.404082693
MET:FEATURE:positive:869.6497:112.42	431678.032817793
MET:FEATURE:positive:648.8167:112.42	892958.835618281
MET:FEATURE:positive:649.1506:112.63	527924.52230657
MET:FEATURE:positive:660.4601:112.23	2242858.80172798
MET:FEATURE:positive:719.5318:112.63	1228576.10014084
MET:FEATURE:positive:741.2062:112.23	541593.202189789
MET:FEATURE:positive:754.4773:112.63	661535.59063319
MET:FEATURE:positive:869.1475:112.63	896135.154424835
MET:FEATURE:positive:153.0486:109.28	4188912.42481941
MET:FEATURE:positive:633.8067:112.89	713086.13577889
MET:FEATURE:positive:671.4697:112.63	261235.578723442
MET:FEATURE:positive:711.8556:112.89	888404.820109782
