reported_result_id	study_accession	source_sample_id	showcase_sample_id	metabolite_name	reported_abundance	source_identification_label	database_identifier	chemical_formula	smiles	inchi	pubchem_id	kegg_id	hmdb_id	method	is_internal_standard	result_layer	mapping_to_reprocessed_feature	annotation_source
MTBLS2015:ROW:0051	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	D-Alanine	589581	D-Alanine	CHEBI:15570	C3H7NO2	C[C@@H](N)C(O)=O	InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m1/s1					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0052	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	3-Chlorotyrosine	1357602	3-Chlorotyrosine	CHEBI:53678	C9H10ClNO3	N[C@@H](Cc1ccc(O)c(Cl)c1)C(O)=O	InChI=1S/C9H10ClNO3/c10-6-3-5(1-2-8(6)12)4-7(11)9(13)14/h1-3,7,12H,4,11H2,(H,13,14)/t7-/m0/s1					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0053	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	L-Homoserine	100837	L-Homoserine	CHEBI:15699	C4H9NO3	N[C@@H](CCO)C(O)=O	InChI=1S/C4H9NO3/c5-3(1-2-6)4(7)8/h3,6H,1-2,5H2,(H,7,8)/t3-/m0/s1					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0054	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Methylsuccinic acid	89665	Methylsuccinic acid	CHEBI:89843	C5H8O4							False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0055	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Adenosine triphosphate	296907	Adenosine triphosphate	CHEBI:15422	C10H16N5O13P3	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O	InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0056	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	3-Phosphoglyceric acid	14271011	3-Phosphoglyceric acid	CHEBI:17050	C3H7O7P	OC(COP(O)(O)=O)C(O)=O	InChI=1S/C3H7O7P/c4-2(3(5)6)1-10-11(7,8)9/h2,4H,1H2,(H,5,6)(H2,7,8,9)					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0057	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	3-Methyl-2-oxovaleric acid	30591	3-Methyl-2-oxovaleric acid	CHEBI:35932	C6H10O3	CCC(C)C(=O)C(O)=O	InChI=1S/C6H10O3/c1-3-4(2)5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0058	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Cytidine monophosphate	1105370	Cytidine monophosphate	CHEBI:17361	C9H14N3O8P	Nc1ccn([C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)c(=O)n1	InChI=1S/C9H14N3O8P/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(20-8)3-19-21(16,17)18/h1-2,4,6-8,13-14H,3H2,(H2,10,11,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0059	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	N-Acetylglutamine	18232	N-Acetylglutamine	CHEBI:73685	C7H12N2O4	CC(=O)NC(CCC(N)=O)C(O)=O	InChI=1S/C7H12N2O4/c1-4(10)9-5(7(12)13)2-3-6(8)11/h5H,2-3H2,1H3,(H2,8,11)(H,9,10)(H,12,13)					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0060	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	S-Adenosylhomocysteine	28656	S-Adenosylhomocysteine	CHEBI:16680	C14H20N6O5S	N[C@@H](CCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12)C(O)=O	InChI=1S/C14H20N6O5S/c15-6(14(23)24)1-2-26-3-7-9(21)10(22)13(25-7)20-5-19-8-11(16)17-4-18-12(8)20/h4-7,9-10,13,21-22H,1-3,15H2,(H,23,24)(H2,16,17,18)/t6-,7+,9+,10+,13+/m0/s1					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0061	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Malonic acid	178151	Malonic acid	CHEBI:30794	C3H4O4	OC(=O)CC(O)=O	InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0062	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Oxidized glutathione	9585569	Oxidized glutathione	CHEBI:17858	C20H32N6O12S2	N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O	InChI=1S/C20H32N6O12S2/c21-9(19(35)36)1-3-13(27)25-11(17(33)23-5-15(29)30)7-39-40-8-12(18(34)24-6-16(31)32)26-14(28)4-2-10(22)20(37)38/h9-12H,1-8,21-22H2,(H,23,33)(H,24,34)(H,25,27)(H,26,28)(H,29,30)(H,31,32)(H,35,36)(H,37,38)/t9-,10-,11-,12-/m0/s1					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0063	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Orotidine	1605665	Orotidine	CHEBI:25722	C10H12N2O8	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1c(cc(=O)[nH]c1=O)C(O)=O	InChI=1S/C10H12N2O8/c13-2-4-6(15)7(16)8(20-4)12-3(9(17)18)1-5(14)11-10(12)19/h1,4,6-8,13,15-16H,2H2,(H,17,18)(H,11,14,19)/t4-,6-,7-,8-/m1/s1					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0064	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	dCMP	88667	dCMP	CHEBI:15918	C9H14N3O7P	Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(O)(O)=O)O2)c(=O)n1	InChI=1S/C9H14N3O7P/c10-7-1-2-12(9(14)11-7)8-3-5(13)6(19-8)4-18-20(15,16)17/h1-2,5-6,8,13H,3-4H2,(H2,10,11,14)(H2,15,16,17)/t5-,6+,8+/m0/s1					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0065	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	3-Aminoisobutanoic acid	33248	3-Aminoisobutanoic acid	CHEBI:27389	C4H9NO2	CC(CN)C(O)=O	InChI=1S/C4H9NO2/c1-3(2-5)4(6)7/h3H,2,5H2,1H3,(H,6,7)					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0066	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Butyric acid	168874	Butyric acid	CHEBI:30772	C4H8O2	CCCC(O)=O	InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0067	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Glycerol	19532	Glycerol	CHEBI:17754	C3H8O3	OCC(O)CO	InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0068	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	L-Tryptophan	48908	L-Tryptophan	CHEBI:16828	C11H12N2O2	N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O	InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0069	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Deoxycytidine	6270	Deoxycytidine	CHEBI:15698	C9H13N3O4	Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1	InChI=1S/C9H13N3O4/c10-7-1-2-12(9(15)11-7)8-3-5(14)6(4-13)16-8/h1-2,5-6,8,13-14H,3-4H2,(H2,10,11,15)/t5-,6+,8+/m0/s1					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0070	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Thiamine pyrophosphate	144699	Thiamine pyrophosphate	CHEBI:45931	C12H18N4O7P2S	CC1=C(CCOP(O)(=O)OP(O)([O-])=O)SC=[N+]1CC1=C(N)N=C(C)N=C1	InChI=1S/C12H18N4O7P2S/c1-8-11(3-4-22-25(20,21)23-24(17,18)19)26-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7H,3-4,6H2,1-2H3,(H4-,13,14,15,17,18,19,20,21)					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0071	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	2-Methylcitric acid	164028	2-Methylcitric acid	CHEBI:30835	C7H10O7	CC(C(O)=O)C(O)(CC(O)=O)C(O)=O	InChI=1S/C7H10O7/c1-3(5(10)11)7(14,6(12)13)2-4(8)9/h3,14H,2H2,1H3,(H,8,9)(H,10,11)(H,12,13)					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0072	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Raffinose	408954	Raffinose	CHEBI:16634	C18H32O16	OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O	InChI=1S/C18H32O16/c19-1-5-8(22)11(25)13(27)16(31-5)30-3-7-9(23)12(26)14(28)17(32-7)34-18(4-21)15(29)10(24)6(2-20)33-18/h5-17,19-29H,1-4H2/t5-,6-,7-,8+,9-,10-,11+,12+,13-,14-,15+,16+,17-,18+/m1/s1					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0073	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Caproic acid	335019	Caproic acid	CHEBI:30776	C6H12O2	CCCCCC(O)=O	InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0074	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Adenine	1972578	Adenine	CHEBI:16708	C5H5N5	Nc1ncnc2[nH]cnc12	InChI=1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0075	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	NADH	2484	NADH	CHEBI:16908	C21H29N7O14P2	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	InChI=1S/C21H29N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1,3-4,7-8,10-11,13-16,20-21,29-32H,2,5-6H2,(H2,23,33)(H,34,35)(H,36,37)(H2,22,24,25)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0076	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Mannitol	68132	Mannitol	CHEBI:29864	C6H14O6							False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0077	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	5'-Methylthioadenosine	27287	5'-Methylthioadenosine	CHEBI:17509	C11H15N5O3S	CSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12	InChI=1S/C11H15N5O3S/c1-20-2-5-7(17)8(18)11(19-5)16-4-15-6-9(12)13-3-14-10(6)16/h3-5,7-8,11,17-18H,2H2,1H3,(H2,12,13,14)/t5-,7-,8-,11-/m1/s1					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0078	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Sulfolithocholic acid	14083	Sulfolithocholic acid	CHEBI:35421	C24H40O6S	C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3(CC[C@@]2(C[C@@H](C1)OS(O)(=O)=O)[H])[H])(CC[C@@]4([C@H](C)CCC(O)=O)[H])[H])C)[H])C	InChI=1S/C24H40O6S/c1-15(4-9-22(25)26)19-7-8-20-18-6-5-16-14-17(30-31(27,28)29)10-12-23(16,2)21(18)11-13-24(19,20)3/h15-21H,4-14H2,1-3H3,(H,25,26)(H,27,28,29)/t15-,16-,17-,18+,19-,20+,21+,23+,24-/m1/s1					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0079	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	N6-Acetyl-L-lysine	17224	N6-Acetyl-L-lysine	CHEBI:17752	C8H16N2O3	CC(=O)NCCCC[C@H](N)C(O)=O	InChI=1S/C8H16N2O3/c1-6(11)10-5-3-2-4-7(9)8(12)13/h7H,2-5,9H2,1H3,(H,10,11)(H,12,13)/t7-/m0/s1					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0080	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Aminoadipic acid	5911536	Aminoadipic acid	CHEBI:37024	C6H11NO4	NC(CCCC(O)=O)C(O)=O	InChI=1S/C6H11NO4/c7-4(6(10)11)2-1-3-5(8)9/h4H,1-3,7H2,(H,8,9)(H,10,11)					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0081	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Pyrrolidonecarboxylic acid	4044363	Pyrrolidonecarboxylic acid	CHEBI:139123	C5H7NO3	O=C1N(CCC1)C(O)=O	InChI=1S/C5H7NO3/c7-4-2-1-3-6(4)5(8)9/h1-3H2,(H,8,9)					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0082	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Uridine 5'-monophosphate	1182629	Uridine 5'-monophosphate	CHEBI:16695	C9H13N2O9P	O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)n1ccc(=O)[nH]c1=O	InChI=1S/C9H13N2O9P/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(20-8)3-19-21(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,10,12,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0083	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Vaccenic acid	230483	Vaccenic acid	CHEBI:36023	C18H34O2	[H]C(CCCCCC)=C([H])CCCCCCCCCC(O)=O	InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h7-8H,2-6,9-17H2,1H3,(H,19,20)					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0084	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Ureidopropionic acid	4304	Ureidopropionic acid	CHEBI:18261	C4H8N2O3	NC(=O)NCCC(O)=O	InChI=1S/C4H8N2O3/c5-4(9)6-2-1-3(7)8/h1-2H2,(H,7,8)(H3,5,6,9)					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0085	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	D-Glutamine	136125	D-Glutamine	CHEBI:17061	C5H10N2O3	O=C(O)[C@H](N)CCC(=O)N	InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m1/s1					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0086	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	3-Methylglutaconic acid	8549	3-Methylglutaconic acid	CHEBI:144330	C6H8O4	OC(=O)CC(C)=C(C(O)=O)[H]	InChI=1S/C6H8O4/c1-4(2-5(7)8)3-6(9)10/h2H,3H2,1H3,(H,7,8)(H,9,10)					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0087	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	D-Ribose	79732	D-Ribose	CHEBI:16988	C5H10O5							False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0088	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Gamma-Aminobutyric acid	2404969	Gamma-Aminobutyric acid	CHEBI:16865	C4H9NO2	NCCCC(O)=O	InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0089	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Succinic anhydride	1234669	Succinic anhydride	CHEBI:36595	C4H4O3	O=C1CCC(=O)O1	InChI=1S/C4H4O3/c5-3-1-2-4(6)7-3/h1-2H2					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0090	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Caprylic acid	314897	Caprylic acid	CHEBI:28837	C8H16O2	CCCCCCCC(O)=O	InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0091	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Fumaric acid	2839032	Fumaric acid	CHEBI:18012	C4H4O4	OC(=O)\C=C\C(O)=O	InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1+					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0092	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Glycerol 3-phosphate	9753	Glycerol 3-phosphate	CHEBI:15978	C3H9O6P	OC[C@@H](O)COP(O)(O)=O	InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)/t3-/m1/s1					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0093	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Phytanic acid	10128	Phytanic acid	CHEBI:16285	C20H40O2	CC(C)CCCC(C)CCCC(C)CCCC(C)CC(O)=O	InChI=1S/C20H40O2/c1-16(2)9-6-10-17(3)11-7-12-18(4)13-8-14-19(5)15-20(21)22/h16-19H,6-15H2,1-5H3,(H,21,22)					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0094	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Threonic acid	4671	Threonic acid	CHEBI:26984	C4H8O5							False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0095	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	D-Galactose	392452	D-Galactose	CHEBI:12936	C6H12O6							False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0096	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Pelargonic acid	631990	Pelargonic acid	CHEBI:29019	C9H18O2	CCCCCCCCC(O)=O	InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0097	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Cellobiose	2005883	Cellobiose	CHEBI:17057	C12H22O11	OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12+/m1/s1					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
