modality	platform	comparison_key	B36_logFC	MS14384_logFC	B36_FDR	MS14384_FDR	gene_name	annotation_description	MS14384_minus_B36_logFC	B36_significant_FDR_lt_0_05	MS14384_significant_FDR_lt_0_05	comparison_definition	source_layer
RNAseq	publisher_transcriptomics	g004821	-0.977533717633071	-0.380850420828759	0.0449192864986289	0.408578897770151	murC	UDP-N-acetylmuramate--L-alanine ligase	0.596683296804312	True	False	difference between each strain's serum-versus-RPMI response; not a direct abundance fold-change between strains	public_processed
RNAseq	publisher_transcriptomics	g004823	-0.684568770746595	-1.04279774802035	0.093547035614124	0.00444260224315449	modF	molybdate ABC transporter ATP-binding protein ModF	-0.35822897727375513	False	True	difference between each strain's serum-versus-RPMI response; not a direct abundance fold-change between strains	public_processed
RNAseq	publisher_transcriptomics	g004825	-0.384561062679754	-0.586800209028568	0.360609594216777	0.147158105139049	EW036_RS02810	ribonuclease G	-0.20223914634881401	False	False	difference between each strain's serum-versus-RPMI response; not a direct abundance fold-change between strains	public_processed
RNAseq	publisher_transcriptomics	g004827	1.796462423003		0.00141147521367231		gspA	type II secretion system protein GspA		True	False	difference between each strain's serum-versus-RPMI response; not a direct abundance fold-change between strains	public_processed
RNAseq	publisher_transcriptomics	g004829	-0.870980389181512	-1.03158200625762	0.0155007811381208	0.00250346649400531	phoQ	two-component system sensor histidine kinase PhoQ	-0.16060161707610798	True	True	difference between each strain's serum-versus-RPMI response; not a direct abundance fold-change between strains	public_processed
RNAseq	publisher_transcriptomics	g004830	-0.425583391615419	0.83176081207798	0.317389595368876	0.0197784954522122	EW036_RS07155	beta-barrel assembly-enhancing protease	1.257344203693399	False	True	difference between each strain's serum-versus-RPMI response; not a direct abundance fold-change between strains	public_processed
RNAseq	publisher_transcriptomics	g004832	0.163327793670162	0.448142587303123	0.705776631517787	0.263940996504609	cls	cardiolipin synthase	0.284814793632961	False	False	difference between each strain's serum-versus-RPMI response; not a direct abundance fold-change between strains	public_processed
RNAseq	publisher_transcriptomics	g004833	-0.717310925414715	0.364062287396899	0.181028336635596	0.564555134814667	nuoN	NADH-quinone oxidoreductase subunit NuoN	1.081373212811614	False	False	difference between each strain's serum-versus-RPMI response; not a direct abundance fold-change between strains	public_processed
RNAseq	publisher_transcriptomics	g004835	-1.06088455631817	-0.459108147476563	0.0142076683896576	0.246876657813741	pepD	cytosol nonspecific dipeptidase	0.6017764088416069	True	False	difference between each strain's serum-versus-RPMI response; not a direct abundance fold-change between strains	public_processed
RNAseq	publisher_transcriptomics	g004836		0.982367893185732		0.116715852425307	ascF	PTS cellobiose/arbutin/salicin transporter subunit IIBC		False	False	difference between each strain's serum-versus-RPMI response; not a direct abundance fold-change between strains	public_processed
RNAseq	publisher_transcriptomics	g004839	-0.291273607384931	-0.351894446561871	0.472461370055991	0.375330257274194	amn	AMP nucleosidase	-0.06062083917694	False	False	difference between each strain's serum-versus-RPMI response; not a direct abundance fold-change between strains	public_processed
