gene_id	gene_symbol	description	BC187	YJM981	CENPK1137D_TPM	BC187_within_dataset_percentile	YJM981_within_dataset_percentile	CENPK1137D_TPM_within_dataset_percentile	comparison_scope	source_layer
Q0020	15S_RRNA	15S ribosomal RNA	113.962068	143.415339		0.7660628580275585	0.8180832946276514		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
Q0045	COX1	cytochrome c oxidase subunit 1	11.417844	24.473962		0.17355627806161944	0.2910667285957579		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
Q0050	AI1	intron-encoded reverse transcriptase aI1	0.0	0.0		0.052562316148010525	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
Q0055	AI2	intron-encoded reverse transcriptase aI2	0.0	0.0		0.052562316148010525	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
Q0060	AI3	intron-encoded DNA endonuclease aI3	0.0	0.0		0.052562316148010525	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
Q0065	AI4	intron-encoded DNA endonuclease aI4	0.0	0.0		0.052562316148010525	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
Q0070	AI5_ALPHA	intron-encoded DNA endonuclease aI5 alpha	0.0	0.0		0.052562316148010525	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
Q0075	AI5_BETA	intron-encoded DNA endonuclease aI5 beta	0.0	0.0		0.052562316148010525	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
Q0080	ATP8	F1F0 ATP synthase subunit 8	11.569148	0.0		0.17471744852144294	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
Q0085	ATP6	F1F0 ATP synthase subunit a	17.442715	42.11038		0.20885586004025392	0.45502399752283634		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
Q0105	COB	cytochrome b	0.358891	0.924201		0.10543427775197399	0.13562470970738505		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
Q0110	BI2	cytochrome b mRNA maturase bI2	0.0	0.0		0.052562316148010525	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
Q0115	BI3	cytochrome b mRNA maturase bI3	0.0	0.0		0.052562316148010525	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
Q0120	BI4	intron-encoded RNA maturase bI4	0.0	0.0		0.052562316148010525	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
Q0130	OLI1	F0 ATP synthase subunit c	99.389496	241.724519		0.7310729215048769	0.8877535222170615		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
Q0140	VAR1	mitochondrial 37S ribosomal protein VAR1	8.524635	43.904557		0.15884811890385508	0.46926768849667133		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
Q0158	21S_RRNA	21S ribosomal RNA	567.015942	826.517003		0.9513856634153893	0.9705836816844713		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
Q0160	SCEI	intron-encoded endonuclease I-SceI	0.0	0.0		0.052562316148010525	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
Q0250	COX2	cytochrome c oxidase subunit 2	5.623891	13.034165		0.14251432110233783	0.19716674407803064		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
Q0255	Q0255	maturase-like protein	0.0	2.204436		0.052562316148010525	0.13949527790679672		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
Q0275	COX3	cytochrome c oxidase subunit 3	5.248965	4.055074		0.1385663415389379	0.14723641430562007		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
Q0285	RPM1	RPM1	0.0	0.0		0.052562316148010525	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
R0010W					19.806038856592576			0.14874484825777445	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
R0030W					3571.1733694283816			0.9956912701386287	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL001C	TFC3	transcription factor TFIIIC subunit TFC3	39.506065	40.448593	23.000030809578977	0.41709242916860195	0.4396965474531661	0.18864743349569127	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL002W	VPS8	CORVET complex membrane-binding subunit VPS8	40.01564	42.936074	16.315199530111503	0.4228208701037312	0.46144914073385973	0.10828025477707007	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL003W	EFB1	translation elongation factor 1 subunit beta	1493.035429	1524.165368	893.5328474533685	0.9849821953862827	0.9854466635702122	0.9700262270513301	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL005C	SSA1	Hsp70 family ATPase SSA1	588.488176	498.906494		0.9538628270630128	0.9441089952004954		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL007C	ERP2	Erp2p	171.903608	243.304418	85.70062674524861	0.8382102492645921	0.888605047220932	0.6537092544023979	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL008W	FUN14	Fun14p	76.914484	66.022304	264.2664369714154	0.6541260257005729	0.6140269391546679	0.8802922442862495	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL009W	SPO7	Nem1-Spo7 phosphatase regulatory subunit SPO7	21.803394	58.954532	59.15141160668559	0.24314909428704135	0.5773339526242453	0.535031847133758	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL010C	MDM10	Mdm10p	36.721505	31.028701	28.482762587765738	0.39410125406409663	0.3503638334107447	0.25777444735856125	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL011W	SWC3	Swc3p	34.864532	22.736914	20.46062015236549	0.37590958352686177	0.276203746710017	0.15717497189958787	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL012W	CYS3	cystathionine gamma-lyase CYS3	366.683403	293.813184	163.7878031053037	0.9239820405635547	0.9069515404861433	0.8102285500187336	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL013W	DEP1	Rpd3L histone deacetylase complex subunit DEP1	39.09574	26.967238	68.96732031402229	0.4149249109769314	0.30871651958507507	0.5863619333083552	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL014C	SYN8	syntaxin	63.110604	98.367216	88.01356979661186	0.5931258708778449	0.7364917169840532	0.6597976770325965	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL015C	NTG1	bifunctional N-glycosylase/AP lyase NTG1	34.013294	24.634572	44.99282904125553	0.36615575166434433	0.29261495587552255	0.43180966654177594	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL016W	TPD3	protein phosphatase 2A structural subunit TPD3	159.548733	172.149353	141.85438217695528	0.8259792537544511	0.8457191515714507	0.779505432746347	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL017W	PSK1	serine/threonine protein kinase PSK1	56.814149	51.637194	32.51881489147774	0.5564328843474222	0.5308871342313052	0.304608467590858	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL018C	LDS1	Lds1p	0.0	0.0	8.173344770461526	0.052562316148010525	0.06758012076172783	0.03465717497189959	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL019W	FUN30	DNA-dependent ATPase FUN30	41.565127	38.687982	14.65967996846929	0.43907725654126023	0.4245239201114724	0.08935931060322218	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL020C	ATS1	Ats1p	24.610417	32.780535	53.32379769723418	0.26908190122309955	0.36762656758012074	0.4953165979767703	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL021C	CCR4	CCR4-NOT core exoribonuclease subunit CCR4	85.574417	84.924275	55.75546107702564	0.6857098622077721	0.6931413531506425	0.5127388535031847	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL022C	FUN26	nucleoside transmembrane transporter FUN26	50.341426	25.363781	42.684868147247386	0.5076637250348351	0.2963307013469577	0.41288872236792806	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL023C	PMT2	dolichyl-phosphate-mannose-protein mannosyltransferase PMT2	187.222299	187.280375	74.3627208624442	0.8526087629664034	0.8564019198018269	0.6103409516672911	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL024C	LTE1	mitotic regulator LTE1	17.567219	17.536217	5.143339716035433	0.21055891004799504	0.22975692831707695	0.019295616335706256	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL025C	MAK16	ribosome biosynthesis protein MAK16	72.015118	74.89338	79.63534697263553	0.6349280074314909	0.6570676575321257	0.6322592731360059	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL026C	DRS2	aminophospholipid-translocating P4-type ATPase DRS2	49.330982	37.94903	18.029536519615863	0.4996903545440471	0.41616349280074316	0.12551517422255526	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL027W	SAW1	DNA-binding protein SAW1	24.882499	33.431141	76.72020020913999	0.2721783557826289	0.3738194766991794	0.6198950917946796	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL028W	FRT2	Frt2p	7.501357	6.209092	14.6688132390905	0.15296485524074935	0.1561387211642669	0.08954664668415137	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL029C	MYO4	myosin 4	48.139286	43.884051	11.495909170620058	0.49109769314135315	0.4691128657686948	0.0618209067066317	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL030W	SNC1	SNAP receptor SNC1	116.53377	119.568231	272.0665409697322	0.7697786034989936	0.7838674717448522	0.8849756463094792	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL031C	GIP4	protein phosphatase regulator GIP4	30.541942	34.529405	20.45512510297536	0.32760489239820406	0.3825669608298498	0.15698763581865868	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL032C	PRP45	mRNA splicing protein PRP45	32.819845	34.574838	49.8211777490321	0.3499767765908035	0.3834958971977086	0.4681528662420382	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL033W	POP5	RNA-binding protein POP5	32.579784	31.461778	47.28310441117166	0.3466480879393095	0.3551633379780152	0.4497939303109779	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL034C	FUN19	Fun19p	52.717867	39.669199	145.20554149458465	0.5281003251277288	0.4335810496980957	0.7840014986886474	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL034W-A	MTW1	MIND complex subunit MTW1	23.457444	22.65248	23.53409060465135	0.2557671466171234	0.2753522217061465	0.1968902210565755	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL035W	FUN12	translation initiation factor eIF5B	248.119577	255.433253	91.58074769568398	0.8894565722248026	0.894565722248026	0.6678531285125515	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL036C	RBG1	GTP-binding protein RBG1	116.441908	100.609665	53.31547590146671	0.7696237807710172	0.7422201579191825	0.49512926189584117	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL037C-A	YAL037C-A	uncharacterized protein	237.727325	423.8206		0.8837281312896733	0.9334262269701192		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL037W	YAL037W	uncharacterized protein	9.518646	16.341342	15.00051675730946	0.16426691438303143	0.2213190896423595	0.09254402397901836	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL038W	CDC19	pyruvate kinase CDC19	7586.231887	7506.742606	2433.114037709144	0.9986065954482118	0.9986065954482118	0.9923192206819034	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL039C	CYC3	holocytochrome c synthase CYC3	152.219989	81.101473	163.2640222641807	0.819321876451463	0.6791298962687723	0.8089171974522293	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL040C	CLN3	cyclin CLN3	90.253291	160.178898	30.654300225260265	0.7032048304691129	0.836197553800898	0.28531285125515177	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL041W	CDC24	Rho family guanine nucleotide exchange factor CDC24	55.694283	40.977586	27.500743383004824	0.5499303297724106	0.44418640656448366	0.24334956912701386	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL042W	ERV46	retrograde cargo receptor ERV46	127.413582	102.644051	138.88895278469488	0.7875832172162873	0.7470970738504412	0.7748220307231173	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL043C	PTA1	RNA-processing protein PTA1	58.059164	34.824106	37.34905870646505	0.5633999071063632	0.3861278835733086	0.3550018733608093	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL044C	GCV3	glycine decarboxylase subunit H	484.009839	493.011584	384.6276932394412	0.9428704133766836	0.9431800588326367	0.9185088047958037	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL044W-A	BOL1	Bol1p	86.820721	49.318463	224.88518271234773	0.6915931258708778	0.5137018114259173	0.8596852753840389	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL046C	BOL3	Bol3p	85.7478	110.407047	117.06090192551912	0.6874129122155133	0.7639727511998762	0.7347321094042712	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL047C	SPC72	gamma-tubulin complex subunit SPC72	17.288726	17.574155	15.907076786802312	0.20761727821644219	0.23022139650100634	0.1035968527538404	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL048C	GEM1	ERMES complex Ca(2+)-binding regulatory GTPase GEM1	24.368499	29.724974	23.972203285384232	0.26644991484749964	0.33844248335655674	0.20457100037467216	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL049C	AIM2	protein AIM2	261.640724	208.335565	243.3809480921378	0.8951850131599319	0.8696392630438148	0.8699887598351442	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL051W	OAF1	oleate-activated transcription factor OAF1	24.071113	18.805017	23.729736343757253	0.26242452392011145	0.24036228518346492	0.20044960659423006	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL053W	FLC2	flavin adenine dinucleotide transporter FLC2	129.068304	89.377133	119.30910536913905	0.7902152035918872	0.7076946895804304	0.739415511427501	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL054C	ACS1	acetate--CoA ligase 1	16.276203	9.200587	1287.60445087762	0.2018888372813129	0.17464003715745471	0.9808917197452229	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL055W	PEX22	ubiquitin-protein transferase activating protein PEX22	25.055834	24.196019	64.56601713604869	0.2729524694225112	0.2886669763121226	0.5638816035968528	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL056W	GPB2	Gpb2p	38.607598	59.652389	36.08075091534562	0.4113639882334727	0.5795014708159157	0.34076433121019106	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL058W	CNE1	calnexin	25.357824	28.296836	28.43780059719438	0.2768230376219229	0.32296021055891005	0.25758711127763206	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL059W	ECM1	Ecm1p	35.929536	61.68281	71.7646733564566	0.38558600402539095	0.5921969345099861	0.5974147620831772	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL060W	BDH1	(R,R)-butanediol dehydrogenase	375.951989	383.061525	291.7035337115749	0.925375445115343	0.9266140269391546	0.8926564256275759	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL061W	BDH2	putative dehydrogenase BDH2	79.337229	44.528201	149.7431133691447	0.6649636166589256	0.47561542034370646	0.7922442862495317	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL062W	GDH3	glutamate dehydrogenase (NADP(+)) GDH3	24.136071	26.296002	216.173792115645	0.2633534602879703	0.3038396036538164	0.8523791682278007	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL063C	FLO9	flocculin FLO9	0.214243	0.827566		0.10527945502399752	0.13546988697940857		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL063C-A	YAL063C-A	uncharacterized protein	0.0	0.0		0.052562316148010525	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL064C-A	TDA8	Tda8p	2.231843	0.0		0.11758786189812664	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL064W	YAL064W	uncharacterized protein	0.0	0.0		0.052562316148010525	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL064W-B	YAL064W-B	uncharacterized protein	0.0	0.0		0.052562316148010525	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL065C	YAL065C	uncharacterized protein	0.0	0.0		0.052562316148010525	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL067C	SEO1	putative permease SEO1	6.203322	18.432153		0.14677194612169067	0.23734324198792384		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL067W-A	YAL067W-A	uncharacterized protein	0.0	0.0		0.052562316148010525	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAL068C	PAU8	seripauperin PAU8	2.342513	9.048511	5.40860454290074	0.11952314599783248	0.17378851215358415	0.020794304983139753	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAR002C-A	ERP1	Erp1p	387.803088	398.134503	270.9131382649388	0.927388140579037	0.9298653042266605	0.8838516298239041	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAR002W	NUP60	FG-nucleoporin NUP60	48.290479	48.660884	33.32802151204113	0.4921814522371884	0.5086700727666822	0.3134132633945298	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAR003W	SWD1	COMPASS subunit protein SWD1	38.500606	48.717864	34.81302870554277	0.41012540640966094	0.509289363678588	0.3285874859497939	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAR007C	RFA1	replication factor A subunit protein RFA1	103.443432	79.210844	63.5802954339202	0.7408267533673943	0.6739433348815607	0.5582615211689771	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAR008W	SEN34	tRNA splicing endonuclease subunit SEN34	41.078858	35.702279	36.65118920908247	0.43396810651803686	0.3940238427001084	0.34863244660921694	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAR009C	YAR009C	truncated gag-pol fusion protein	0.0	0.0		0.052562316148010525	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAR010C	YAR010C	gag protein	0.0	0.0		0.052562316148010525	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAR014C	BUD14	protein phosphatase regulator BUD14	60.680994	32.383475	53.7905854424083	0.5791918253599628	0.3656912834804149	0.49812663919070815	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAR015W	ADE1	phosphoribosylaminoimidazolesuccinocarboxamide synthase	326.837843	317.405275	197.79410271023625	0.915466790524849	0.9129896268772256	0.8373922817534657	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAR018C	KIN3	serine/threonine protein kinase KIN3	43.55678	57.756897	13.830751689078909	0.4539402384270011	0.5703669298653042	0.08317721993255901	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAR019C	CDC15	serine/threonine protein kinase CDC15	16.279867	13.475322	9.924492160149072	0.20219848273726584	0.20065025545750115	0.04814537279880105	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAR020C	PAU7	seripauperin PAU7	10.123004	19.551248		0.16790524849047841	0.2456262579346648		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAR023C	DFP1	DUP240 family protein	15.746895	18.247831	21.295307251849657	0.19879238272178357	0.23525313516024152	0.17178718621206443	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAR027W	UIP3	DUP240 family protein UIP3	3.603103	0.0	123.20290408831582	0.1271868710326676	0.06758012076172783	0.7485949793930311	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAR028W	KTD1	DUP240 family protein	0.0	9.318042	7.558894738072219	0.052562316148010525	0.17572379625329	0.03091045335331585	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAR029W	DFP2	DUP240 family protein	0.0	14.598265	7.479327425039879	0.052562316148010525	0.2081591577643598	0.030348445110528286	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAR031W	PRM9	pheromone-regulated DUP240 family protein PRM9	0.947974	0.0		0.10930484595138566	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAR033W	MST28	DUP240 family protein MST28	0.0	0.0		0.052562316148010525	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAR035C-A	YAR035C-A	uncharacterized protein	0.0	40.550736		0.052562316148010525	0.4406254838210249		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAR035W	YAT1	carnitine O-acetyltransferase YAT1	11.947499	6.365523		0.1785106053568664	0.15668060071218454		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAR042W	SWH1	oxysterol-binding protein related protein SWH1	52.207117	38.674966	30.3396310849907	0.5229911751045053	0.4242142746555194	0.281566129636568	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAR050W	FLO1	flocculin FLO1	0.368588	1.423758		0.10558910047995046	0.13655364607524384		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAR064W	YAR064W	uncharacterized protein	0.0	0.0		0.052562316148010525	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAR066W	YAR066W	uncharacterized protein	0.0	0.0		0.052562316148010525	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAR068W	YAR068W	uncharacterized protein	0.0	0.0		0.052562316148010525	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YAR071W	PHO11	acid phosphatase PHO11	204.709641	257.341212		0.8666202198482738	0.8950301904319554		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YBL001C	ECM15	Ecm15p	440.01325	510.939278	1019.9487577837124	0.9363678588016721	0.9453475770243072	0.9743349569127013	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YBL002W	HTB2	histone H2B	1604.03603	1658.893761	388.1317641024484	0.9868400681220003	0.9874593590339061	0.9192581491195204	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YBL003C	HTA2	histone H2A	2175.913115	2461.399209	318.4337710096865	0.9914847499612943	0.9928781545130825	0.9008992131884601	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YBL004W	UTP20	Utp20p	34.095122	40.827145	8.90306868207183	0.3672395107601796	0.4431026474686484	0.04008992131884601	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YBL005W	PDR3	drug-responsive transcription factor PDR3	22.338994	34.739986	12.105103880086295	0.24740671930639418	0.3848893017494968	0.06669164481079055	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YBL005W-A	YBL005W-A	gag protein	0.0	0.0		0.052562316148010525	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YBL005W-B	YBL005W-B	gag-pol fusion protein	0.484152	1.870152		0.10620839139185632	0.1376374051710791		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YBL006C	LDB7	Ldb7p	87.695418	84.686068	115.70230270779923	0.6936058213345719	0.6924446508747484	0.7306107156238292	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YBL007C	SLA1	cytoskeletal protein-binding protein SLA1	132.729254	117.841417	62.96602455718815	0.7964081127109459	0.7804613717293699	0.5552641438741102	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
