reported_result_id	study_accession	source_sample_id	showcase_sample_id	metabolite_name	reported_abundance	source_identification_label	database_identifier	chemical_formula	smiles	inchi	pubchem_id	kegg_id	hmdb_id	method	is_internal_standard	result_layer	mapping_to_reprocessed_feature	annotation_source
MTBLS697:ROW:0059	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	2'-deoxyguanosine	1628472.0	2'-deoxyguanosine	CHEBI:17172	C10H13N5O4	Nc1nc2n(cnc2c(=O)[nH]1)[C@H]1C[C@H](O)[C@@H](CO)O1	InChI=1S/C10H13N5O4/c11-10-13-8-7(9(18)14-10)12-3-15(8)6-1-4(17)5(2-16)19-6/h3-6,16-17H,1-2H2,(H3,11,13,14,18)/t4-,5+,6+/m0/s1	187790	C00330	HMDB00085	Method 3	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0060	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	2'-deoxyguanosine 5'-monophosphate (dGMP)	659086.0	2'-deoxyguanosine 5'-monophosphate (dGMP)					65059	C00362	HMDB01044	Method 1	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0061	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	2'-deoxyuridine	163118.0	2'-deoxyuridine	CHEBI:16450	C9H12N2O5	OC[C@H]1O[C@H](C[C@@H]1O)n1ccc(=O)[nH]c1=O	InChI=1S/C9H12N2O5/c12-4-6-5(13)3-8(16-6)11-2-1-7(14)10-9(11)15/h1-2,5-6,8,12-13H,3-4H2,(H,10,14,15)/t5-,6+,8+/m0/s1	13712	C00526	HMDB00012	Method 3	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0062	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	2-hydroxy-3-methylvalerate	786267.0	2-hydroxy-3-methylvalerate	CHEBI:89228	C6H12O3	O[C@H]([C@@H](CC)C)C(O)=O	InChI=1S/C6H12O3/c1-3-4(2)5(7)6(8)9/h4-5,7H,3H2,1-2H3,(H,8,9)/t4-,5-/m1/s1	164623		HMDB00317	Method 3	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0063	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	2-hydroxyadipate	4179057.0	2-hydroxyadipate	CHEBI:17023	C6H10O5	OC(CCCC(O)=O)C(O)=O	InChI=1S/C6H10O5/c7-4(6(10)11)2-1-3-5(8)9/h4,7H,1-3H2,(H,8,9)(H,10,11)	193530	C02360	HMDB00321	Method 4	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0065	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	2-hydroxyglutarate	1118308.0	2-hydroxyglutarate	CHEBI:17084	C5H8O5	OC(CCC(O)=O)C(O)=O	InChI=1S/C5H8O5/c6-3(5(9)10)1-2-4(7)8/h3,6H,1-2H2,(H,7,8)(H,9,10)	43	C02630	HMDB00606	Method 1	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0066	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	2-isopropylmalate	84496200.0	2-isopropylmalate	CHEBI:28635	C7H12O5	C(C(=O)O)C(C(=O)O)(O)C(C)C	InChI=1S/C7H12O5/c1-4(2)7(12,6(10)11)3-5(8)9/h4,12H,3H2,1-2H3,(H,8,9)(H,10,11)	77	C02504	HMDB00402	Method 4	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0067	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	2-methylcitrate	12473631.0	2-methylcitrate	CHEBI:30835	C7H10O7	CC(C(O)=O)C(O)(CC(O)=O)C(O)=O	InChI=1S/C7H10O7/c1-3(5(10)11)7(14,6(12)13)2-4(8)9/h3,14H,2H2,1H3,(H,8,9)(H,10,11)(H,12,13)	439681	C02225	HMDB00379	Method 4	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0068	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	2'-O-methyladenosine	13402993.0	2'-O-methyladenosine	CHEBI:69426	C11H15N5O4	CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc12	InChI=1S/C11H15N5O4/c1-19-8-7(18)5(2-17)20-11(8)16-4-15-6-9(12)13-3-14-10(6)16/h3-5,7-8,11,17-18H,2H2,1H3,(H2,12,13,14)/t5-,7-,8-,11-/m1/s1	102213			Method 1	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0069	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	2'-O-methylcytidine	1217872.0	2'-O-methylcytidine	CHEBI:19228	C10H15N3O5	CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1ccc(N)nc1=O	InChI=1S/C10H15N3O5/c1-17-8-7(15)5(4-14)18-9(8)13-3-2-6(11)12-10(13)16/h2-3,5,7-9,14-15H,4H2,1H3,(H2,11,12,16)/t5-,7-,8-,9-/m1/s1	150971			Method 1	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0070	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	2'-O-methylguanosine	1156486.0	2'-O-methylguanosine	CHEBI:19229	C11H15N5O5	CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c1nc(N)[nH]c2=O	InChI=1S/C11H15N5O5/c1-20-7-6(18)4(2-17)21-10(7)16-3-13-5-8(16)14-11(12)15-9(5)19/h3-4,6-7,10,17-18H,2H2,1H3,(H3,12,14,15,19)/t4-,6-,7-,10-/m1/s1		C04545		Method 3	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0071	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	2'-O-methyluridine	630150.0	2'-O-methyluridine	CHEBI:19227	C10H14N2O6	CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1ccc(=O)[nH]c1=O	InChI=1S/C10H14N2O6/c1-17-8-7(15)5(4-13)18-9(8)12-3-2-6(14)11-10(12)16/h2-3,5,7-9,13,15H,4H2,1H3,(H,11,14,16)/t5-,7-,8-,9-/m1/s1	102212			Method 3	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0072	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	2-oxoadipate	167528.0	2-oxoadipate	CHEBI:15753	C6H8O5	OC(=O)CCCC(=O)C(O)=O	InChI=1S/C6H8O5/c7-4(6(10)11)2-1-3-5(8)9/h1-3H2,(H,8,9)(H,10,11)	71	C00322	HMDB00225	Method 4	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0073	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	2-oxoarginine*	821529.0	2-oxoarginine*	CHEBI:28116	C6H11N3O3	OC(=O)C(CCCNC(=N)N)=O	InChI=1S/C6H11N3O3/c7-6(8)9-3-1-2-4(10)5(11)12/h1-3H2,(H,11,12)(H4,7,8,9)	558	C03771	HMDB04225	Method 1	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0074	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	2-palmitoleoyl-GPC (16:1)*	199342032.0	2-palmitoleoyl-GPC (16:1)*	CHEBI:133515	C24H48NO7P	OC[C@H](COP(OCC[N+](C)(C)C)(=O)[O-])OC(=O)CCCCCCC/C=C\CCCCCC	InChI=1S/C24H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)32-23(21-26)22-31-33(28,29)30-20-19-25(2,3)4/h10-11,23,26H,5-9,12-22H2,1-4H3/b11-10-/t23-/m1/s1			HMDB10383	Method 2	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0075	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	2-palmitoyl-GPC (16:0)*	1435881.0	2-palmitoyl-GPC (16:0)*					15061532		HMDB61702	Method 3	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0076	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	2-phosphoglycerate	9465882.0	2-phosphoglycerate	CHEBI:24344	C3H7O7P	C(C(CO)OP(=O)(O)O)(O)=O	InChI=1S/C3H7O7P/c4-1-2(3(5)6)10-11(7,8)9/h2,4H,1H2,(H,5,6)(H2,7,8,9)	59	C00631	HMDB03391	Method 4	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0077	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	3-(4-hydroxyphenyl)lactate	1569338.0	3-(4-hydroxyphenyl)lactate	CHEBI:17385	C9H10O4	OC(Cc1ccc(O)cc1)C(O)=O	InChI=1S/C9H10O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,8,10-11H,5H2,(H,12,13)	9378	C03672	HMDB00755	Method 3	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0078	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	3-dephospho-acetyl-coenzyme A	164549.0	3-dephospho-acetyl-coenzyme A					193680			Method 3	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0079	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	adenosine 3'-monophosphate (3'-AMP)	14229268.0	adenosine 3'-monophosphate (3'-AMP)					41211	C01367	HMDB03540	Method 3	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0080	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	cytidine 3'-monophosphate (3'-CMP)	35002404.0	cytidine 3'-monophosphate (3'-CMP)					66535	C05822		Method 1	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0081	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	3-deoxyoctulosonate	1201777.0	3-deoxyoctulosonate	CHEBI:32817	C8H14O8	OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CC(=O)C(O)=O	InChI=1S/C8H14O8/c9-2-5(12)7(14)6(13)3(10)1-4(11)8(15)16/h3,5-7,9-10,12-14H,1-2H2,(H,15,16)/t3-,5-,6-,7-/m1/s1	4636210			Method 4	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0082	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	3'-dephosphocoenzyme A	744477.0	3'-dephosphocoenzyme A	CHEBI:190598	C21H33N7O13P2S.Li.Li	SCCNC(=O)CCNC(=O)C(O)C(COP(OP(OC[C@H]1O[C@@H](N2C3=NC=NC(N)=C3N=C2)[C@H](O)[C@@H]1O)([O-])=O)([O-])=O)(C)C.[Li+].[Li+]	InChI=1S/C21H35N7O13P2S.2Li/c1-21(2,16(32)19(33)24-4-3-12(29)23-5-6-44)8-39-43(36,37)41-42(34,35)38-7-11-14(30)15(31)20(40-11)28-10-27-13-17(22)25-9-26-18(13)28;;/h9-11,14-16,20,30-32,44H,3-8H2,1-2H3,(H,23,29)(H,24,33)(H,34,35)(H,36,37)(H2,22,25,26);;/q;2*+1/p-2/t11-,14-,15-,16?,20-;;/m1../s1	444485	C00882	HMDB01373	Method 3	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0083	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	3-hydroxy-3-methylglutarate	489824384.0	3-hydroxy-3-methylglutarate	CHEBI:16831	C6H10O5	CC(O)(CC(O)=O)CC(O)=O	InChI=1S/C6H10O5/c1-6(11,2-4(7)8)3-5(9)10/h11H,2-3H2,1H3,(H,7,8)(H,9,10)	1662	C03761	HMDB00355	Method 4	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0084	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	3-hydroxy-3-methylglutaryl CoA	1267783.0	3-hydroxy-3-methylglutaryl CoA	CHEBI:11814	C27H44N7O20P3S	CC(O)(CC(O)=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12	InChI=1S/C27H44N7O20P3S/c1-26(2,21(40)24(41)30-5-4-15(35)29-6-7-58-17(38)9-27(3,42)8-16(36)37)11-51-57(48,49)54-56(46,47)50-10-14-20(53-55(43,44)45)19(39)25(52-14)34-13-33-18-22(28)31-12-32-23(18)34/h12-14,19-21,25,39-40,42H,4-11H2,1-3H3,(H,29,35)(H,30,41)(H,36,37)(H,46,47)(H,48,49)(H2,28,31,32)(H2,43,44,45)/t14-,19-,20-,21+,25-,27?/m1/s1	84	C00356	HMDB01375	Method 3	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0085	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	3-hydroxyanthranilate	60101368.0	3-hydroxyanthranilate	CHEBI:15793	C7H7NO3	Nc1c(O)cccc1C(O)=O	InChI=1S/C7H7NO3/c8-6-4(7(10)11)2-1-3-5(6)9/h1-3,9H,8H2,(H,10,11)	86	C00632	HMDB01476	Method 1	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0086	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	3-hydroxybutyrate (BHBA)	1373428.0	3-hydroxybutyrate (BHBA)					441	C01089	HMDB00357	Method 4	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0090	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	3-hydroxykynurenine	4459309.0	3-hydroxykynurenine	CHEBI:1547	C10H12N2O4	NC(CC(=O)c1cccc(O)c1N)C(O)=O	InChI=1S/C10H12N2O4/c11-6(10(15)16)4-8(14)5-2-1-3-7(13)9(5)12/h1-3,6,13H,4,11-12H2,(H,15,16)	89	C02794	HMDB00732	Method 1	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0095	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	3-ketosphinganine	1033341.0	3-ketosphinganine	CHEBI:46966	C18H37NO2	CCCCCCCCCCCCCCCC(=O)C(N)CO	InChI=1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h17,20H,2-16,19H2,1H3	631	C02934	HMDB01480	Method 2	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0098	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	3-methylcytidine	598091.0	3-methylcytidine	CHEBI:20129	C10H15N3O5	Cn1c(=N)ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1=O	InChI=1S/C10H15N3O5/c1-12-6(11)2-3-13(10(12)17)9-8(16)7(15)5(4-14)18-9/h2-3,5,7-9,11,14-16H,4H2,1H3/t5-,7-,8-,9-/m1/s1	159649			Method 1	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0099	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	3-methylhistidine	4881022.0	3-methylhistidine	CHEBI:70959	C7H11N3O2	Cn1cncc1CC(N)C(O)=O	InChI=1S/C7H11N3O2/c1-10-4-9-3-5(10)2-6(8)7(11)12/h3-4,6H,2,8H2,1H3,(H,11,12)	64969	C01152	HMDB00479	Method 1	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0100	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	3-phosphoglycerate	51592776.0	3-phosphoglycerate	CHEBI:17050	C3H7O7P	OC(COP(O)(O)=O)C(O)=O	InChI=1S/C3H7O7P/c4-2(3(5)6)1-10-11(7,8)9/h2,4H,1H2,(H,5,6)(H2,7,8,9)	724	C00597	HMDB00807	Method 4	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0103	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	4-hydroxyphenylacetate	687739.0	4-hydroxyphenylacetate	CHEBI:18101	C8H8O3	OC(=O)Cc1ccc(O)cc1	InChI=1S/C8H8O3/c9-7-3-1-6(2-4-7)5-8(10)11/h1-4,9H,5H2,(H,10,11)	127	C00642	HMDB00020	Method 3	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0104	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	4-hydroxyphenylpyruvate	1269197.0	4-hydroxyphenylpyruvate	CHEBI:15999	C9H8O4	OC(=O)C(=O)CC1=CC=C(O)C=C1	InChI=1S/C9H8O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,10H,5H2,(H,12,13)	979	C01179	HMDB00707	Method 3	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0107	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	guanosine 5'- monophosphate (5'-GMP)	25164752.0	guanosine 5'- monophosphate (5'-GMP)					6804	C00144	HMDB01397	Method 1	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0109	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	5-aminolevulinate	1499095.0	5-aminolevulinate	CHEBI:17549	C5H9NO3	NCC(=O)CCC(O)=O	InChI=1S/C5H9NO3/c6-3-4(7)1-2-5(8)9/h1-3,6H2,(H,8,9)	137	C00430	HMDB01149	Method 1	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0111	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	5-methylcytidine	3604653.0	5-methylcytidine	CHEBI:20607	C10H15N3O5	Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)nc1N	InChI=1S/C10H15N3O5/c1-4-2-13(10(17)12-8(4)11)9-7(16)6(15)5(3-14)18-9/h2,5-7,9,14-16H,3H2,1H3,(H2,11,12,17)/t5-,6-,7-,9-/m1/s1	92918		HMDB00982	Method 1	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0112	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	5-methylthioadenosine (MTA)	3068237.0	5-methylthioadenosine (MTA)					439176	C00170	HMDB01173	Method 1	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0113	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	5-methyluridine (ribothymidine)	269832.0	5-methyluridine (ribothymidine)					445408		HMDB00884	Method 3	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0114	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	5-oxoproline	7298175.0	5-oxoproline	CHEBI:16010	C5H7NO3	OC(=O)C1CCC(=O)N1	InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)	7405	C01879	HMDB00267	Method 3	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0115	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	6-oxopiperidine-2-carboxylate	252551.0	6-oxopiperidine-2-carboxylate	CHEBI:87998	C6H9NO3	O=C(O)C1CCCC(=O)N1	InChI=1S/C6H9NO3/c8-5-3-1-2-4(7-5)6(9)10/h4H,1-3H2,(H,7,8)(H,9,10)	3014237		HMDB61705	Method 3	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0116	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	6-phosphogluconate	215815.0	6-phosphogluconate	CHEBI:48928	C6H13O10P	O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O	InChI=1S/C6H13O10P/c7-2(1-16-17(13,14)15)3(8)4(9)5(10)6(11)12/h2-5,7-10H,1H2,(H,11,12)(H2,13,14,15)/t2-,3-,4+,5-/m1/s1	91493	C00345	HMDB01316	Method 3	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0117	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	7-methylguanine	8823501.0	7-methylguanine	CHEBI:2274	C6H7N5O			11361	C02242	HMDB00897	Method 1	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0120	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	acetyl CoA	411604.0	acetyl CoA	CHEBI:15351	C23H38N7O17P3S	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12	InChI=1S/C23H38N7O17P3S/c1-12(31)51-7-6-25-14(32)4-5-26-21(35)18(34)23(2,3)9-44-50(41,42)47-49(39,40)43-8-13-17(46-48(36,37)38)16(33)22(45-13)30-11-29-15-19(24)27-10-28-20(15)30/h10-11,13,16-18,22,33-34H,4-9H2,1-3H3,(H,25,32)(H,26,35)(H,39,40)(H,41,42)(H2,24,27,28)(H2,36,37,38)/t13-,16-,17-,18+,22-/m1/s1	444493	C00024	HMDB01206	Method 3	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0121	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	acetylphosphate	2861959.0	acetylphosphate	CHEBI:15350	C2H5O5P	CC(=O)OP(O)(O)=O	InChI=1S/C2H5O5P/c1-2(3)7-8(4,5)6/h1H3,(H2,4,5,6)	186	C00227	HMDB01494	Method 4	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
MTBLS697:ROW:0122	MTBLS697	CHAL-00035	YEAST-CENPK-LOWGROWTH	adenine	24475792.0	adenine	CHEBI:16708	C5H5N5	Nc1ncnc2[nH]cnc12	InChI=1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)	190	C00147	HMDB00034	Method 1	False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS697 MAF: m_MTBLS697_metabolite_profiling_mass_spectrometry_v2_maf.tsv
