feature_id	protein_accession	gene_id	gene_name	protein_name	best_protein_q	display_label	annotation_source	YEAST-CENPK-LOWGROWTH
PROT:sp|A5Z2X5|YP010_YEAST	sp|A5Z2X5|YP010_YEAST		YPR010C-A	UPF0495 protein YPR010C-A	0.00035489036	YPR010C-A — UPF0495 protein YPR010C-A	search FASTA description + reference GFF	32.2367962044684
PROT:sp|O13297|CET1_YEAST	sp|O13297|CET1_YEAST		CET1	mRNA-capping enzyme subunit beta	0.00035489036	CET1 — mRNA-capping enzyme subunit beta	search FASTA description + reference GFF	26.95858540555007
PROT:sp|O14455|RL36B_YEAST	sp|O14455|RL36B_YEAST		RPL36B	Large ribosomal subunit protein eL36B	0.00035489036	RPL36B — Large ribosomal subunit protein eL36B	search FASTA description + reference GFF	32.68024883670937
PROT:sp|O14467|MBF1_YEAST	sp|O14467|MBF1_YEAST		MBF1	Multiprotein-bridging factor 1	0.00035489036	MBF1 — Multiprotein-bridging factor 1	search FASTA description + reference GFF	35.123950918873554
PROT:sp|O43137|YB085_YEAST	sp|O43137|YB085_YEAST		YBR085C-A	Uncharacterized protein YBR085C-A	0.00035489036	YBR085C-A — Uncharacterized protein YBR085C-A	search FASTA description + reference GFF	31.77511084157962
PROT:sp|O74700|TIM9_YEAST	sp|O74700|TIM9_YEAST		TIM9	Mitochondrial import inner membrane translocase subunit TIM9	0.00035489036	TIM9 — Mitochondrial import inner membrane translocase subunit TIM9	search FASTA description + reference GFF	29.41596647276449
PROT:sp|O75012|MRP10_YEAST	sp|O75012|MRP10_YEAST		MRP10	Small ribosomal subunit protein mS37	0.00035489036	MRP10 — Small ribosomal subunit protein mS37	search FASTA description + reference GFF	26.148824159896485
PROT:sp|P00044|CYC1_YEAST	sp|P00044|CYC1_YEAST		CYC1	Cytochrome c isoform 1	0.00035489036	CYC1 — Cytochrome c isoform 1	search FASTA description + reference GFF	35.38309559551681
PROT:sp|P00045|CYC7_YEAST	sp|P00045|CYC7_YEAST		CYC7	Cytochrome c isoform 2	0.00035489036	CYC7 — Cytochrome c isoform 2	search FASTA description + reference GFF	30.081499599825143
PROT:sp|P00127|QCR6_YEAST	sp|P00127|QCR6_YEAST		QCR6	Cytochrome b-c1 complex subunit 6, mitochondrial	0.00035489036	QCR6 — Cytochrome b-c1 complex subunit 6, mitochondrial	search FASTA description + reference GFF	33.54179814342472
PROT:sp|P00128|QCR7_YEAST	sp|P00128|QCR7_YEAST		QCR7	Cytochrome b-c1 complex subunit 7, mitochondrial	0.00035489036	QCR7 — Cytochrome b-c1 complex subunit 7, mitochondrial	search FASTA description + reference GFF	33.88069523707649
PROT:sp|P00175|CYB2_YEAST	sp|P00175|CYB2_YEAST		CYB2	L-lactate dehydrogenase (cytochrome)	0.00035489036	CYB2 — L-lactate dehydrogenase (cytochrome)	search FASTA description + reference GFF	34.917879835995535
PROT:sp|P00331|ADH2_YEAST	sp|P00331|ADH2_YEAST		ADH2	Alcohol dehydrogenase 2	0.00035489036	ADH2 — Alcohol dehydrogenase 2	search FASTA description + reference GFF	36.82180541797626
PROT:sp|P00358|G3P2_YEAST	sp|P00358|G3P2_YEAST		TDH2	Glyceraldehyde-3-phosphate dehydrogenase 2	0.00035489036	TDH2 — Glyceraldehyde-3-phosphate dehydrogenase 2	search FASTA description + reference GFF	33.71732287418686
PROT:sp|P00359|G3P3_YEAST	sp|P00359|G3P3_YEAST		TDH3	Glyceraldehyde-3-phosphate dehydrogenase 3	0.00035489036	TDH3 — Glyceraldehyde-3-phosphate dehydrogenase 3	search FASTA description + reference GFF	36.07715359631746
PROT:sp|P00360|G3P1_YEAST	sp|P00360|G3P1_YEAST		TDH1	Glyceraldehyde-3-phosphate dehydrogenase 1	0.00035489036	TDH1 — Glyceraldehyde-3-phosphate dehydrogenase 1	search FASTA description + reference GFF	36.40143925664256
PROT:sp|P00401|COX1_YEAST	sp|P00401|COX1_YEAST		COX1	Cytochrome c oxidase subunit 1	0.00035489036	COX1 — Cytochrome c oxidase subunit 1	search FASTA description + reference GFF	25.378602929243943
PROT:sp|P00410|COX2_YEAST	sp|P00410|COX2_YEAST		COX2	Cytochrome c oxidase subunit 2	0.00035489036	COX2 — Cytochrome c oxidase subunit 2	search FASTA description + reference GFF	29.66958761620059
PROT:sp|P00424|COX5A_YEAST	sp|P00424|COX5A_YEAST		COX5A	Cytochrome c oxidase subunit 5A, mitochondrial	0.00035489036	COX5A — Cytochrome c oxidase subunit 5A, mitochondrial	search FASTA description + reference GFF	33.047411964983304
PROT:sp|P00427|COX6_YEAST	sp|P00427|COX6_YEAST		COX6	Cytochrome c oxidase subunit 6, mitochondrial	0.00035489036	COX6 — Cytochrome c oxidase subunit 6, mitochondrial	search FASTA description + reference GFF	35.01816132055631
PROT:sp|P00431|CCPR_YEAST	sp|P00431|CCPR_YEAST		CCP1	Cytochrome c peroxidase, mitochondrial	0.00035489036	CCP1 — Cytochrome c peroxidase, mitochondrial	search FASTA description + reference GFF	32.509972077774506
PROT:sp|P00445|SODC_YEAST	sp|P00445|SODC_YEAST		SOD1	Superoxide dismutase	0.00035489036	SOD1 — Superoxide dismutase	search FASTA description + reference GFF	36.18496499326115
PROT:sp|P00447|SODM_YEAST	sp|P00447|SODM_YEAST		SOD2	Superoxide dismutase [Mn], mitochondrial	0.00035489036	SOD2 — Superoxide dismutase [Mn], mitochondrial	search FASTA description + reference GFF	35.86046429900073
PROT:sp|P00498|HIS1_YEAST	sp|P00498|HIS1_YEAST		HIS1	ATP phosphoribosyltransferase	0.00035489036	HIS1 — ATP phosphoribosyltransferase	search FASTA description + reference GFF	33.14175300835894
PROT:sp|P00546|CDK1_YEAST	sp|P00546|CDK1_YEAST		CDC28	Cyclin-dependent kinase 1	0.00035489036	CDC28 — Cyclin-dependent kinase 1	search FASTA description + reference GFF	31.41884347305726
PROT:sp|P00549|KPYK1_YEAST	sp|P00549|KPYK1_YEAST		CDC19	Pyruvate kinase 1	0.00035489036	CDC19 — Pyruvate kinase 1	search FASTA description + reference GFF	38.43257514772865
PROT:sp|P00560|PGK_YEAST	sp|P00560|PGK_YEAST		PGK1	Phosphoglycerate kinase	0.00035489036	PGK1 — Phosphoglycerate kinase	search FASTA description + reference GFF	40.05400619884482
PROT:sp|P00572|KTHY_YEAST	sp|P00572|KTHY_YEAST		CDC8	Thymidylate kinase	0.00035489036	CDC8 — Thymidylate kinase	search FASTA description + reference GFF	27.677410049898675
PROT:sp|P00724|INV2_YEAST	sp|P00724|INV2_YEAST		SUC2	Invertase 2	0.00035489036	SUC2 — Invertase 2	search FASTA description + reference GFF	34.494910592177995
PROT:sp|P00729|CBPY_YEAST	sp|P00729|CBPY_YEAST		PRC1	Carboxypeptidase Y	0.00035489036	PRC1 — Carboxypeptidase Y	search FASTA description + reference GFF	33.408201816486304
PROT:sp|P00812|ARGI_YEAST	sp|P00812|ARGI_YEAST		CAR1	Arginase	0.00035489036	CAR1 — Arginase	search FASTA description + reference GFF	29.993088845105547
PROT:sp|P00815|HIS2_YEAST	sp|P00815|HIS2_YEAST		HIS4	Histidine biosynthesis trifunctional protein	0.00035489036	HIS4 — Histidine biosynthesis trifunctional protein	search FASTA description + reference GFF	35.94359915328274
PROT:sp|P00817|IPYR_YEAST	sp|P00817|IPYR_YEAST		IPP1	Inorganic pyrophosphatase	0.00035489036	IPP1 — Inorganic pyrophosphatase	search FASTA description + reference GFF	36.69873512026791
PROT:sp|P00830|ATPB_YEAST	sp|P00830|ATPB_YEAST		ATP2	ATP synthase subunit beta, mitochondrial	0.00035489036	ATP2 — ATP synthase subunit beta, mitochondrial	search FASTA description + reference GFF	37.23829661256447
PROT:sp|P00890|CISY1_YEAST	sp|P00890|CISY1_YEAST		CIT1	Citrate synthase, mitochondrial	0.00035489036	CIT1 — Citrate synthase, mitochondrial	search FASTA description + reference GFF	36.66518401211038
PROT:sp|P00899|TRPE_YEAST	sp|P00899|TRPE_YEAST		TRP2	Anthranilate synthase component 1	0.00035489036	TRP2 — Anthranilate synthase component 1	search FASTA description + reference GFF	32.69193227621871
PROT:sp|P00912|TRPF_YEAST	sp|P00912|TRPF_YEAST		TRP1	N-(5'-phosphoribosyl)anthranilate isomerase	0.00035489036	TRP1 — N-(5'-phosphoribosyl)anthranilate isomerase	search FASTA description + reference GFF	28.988295754692423
PROT:sp|P00924|ENO1_YEAST	sp|P00924|ENO1_YEAST		ENO1	Enolase 1	0.00035489036	ENO1 — Enolase 1	search FASTA description + reference GFF	37.56558814895104
PROT:sp|P00925|ENO2_YEAST	sp|P00925|ENO2_YEAST		ENO2	Enolase 2	0.00035489036	ENO2 — Enolase 2	search FASTA description + reference GFF	38.75960429786931
PROT:sp|P00927|THDH_YEAST	sp|P00927|THDH_YEAST		ILV1	Threonine dehydratase, mitochondrial	0.00035489036	ILV1 — Threonine dehydratase, mitochondrial	search FASTA description + reference GFF	33.374039117182875
PROT:sp|P00931|TRP_YEAST	sp|P00931|TRP_YEAST		TRP5	Tryptophan synthase	0.00035489036	TRP5 — Tryptophan synthase	search FASTA description + reference GFF	35.44967418705535
PROT:sp|P00937|TRPG_YEAST	sp|P00937|TRPG_YEAST		TRP3	Multifunctional tryptophan biosynthesis protein	0.00035489036	TRP3 — Multifunctional tryptophan biosynthesis protein	search FASTA description + reference GFF	32.44799528018738
PROT:sp|P00942|TPIS_YEAST	sp|P00942|TPIS_YEAST		TPI1	Triosephosphate isomerase	0.00035489036	TPI1 — Triosephosphate isomerase	search FASTA description + reference GFF	37.1911634025023
PROT:sp|P00950|PMG1_YEAST	sp|P00950|PMG1_YEAST		GPM1	Phosphoglycerate mutase 1	0.00035489036	GPM1 — Phosphoglycerate mutase 1	search FASTA description + reference GFF	39.46082782748086
PROT:sp|P00958|SYMC_YEAST	sp|P00958|SYMC_YEAST		MES1	Methionine--tRNA ligase, cytoplasmic	0.00035489036	MES1 — Methionine--tRNA ligase, cytoplasmic	search FASTA description + reference GFF	33.05245499889785
PROT:sp|P01094|IPA3_YEAST	sp|P01094|IPA3_YEAST		PAI3	Protease A inhibitor 3	0.00035489036	PAI3 — Protease A inhibitor 3	search FASTA description + reference GFF	32.235990295980784
PROT:sp|P01097|ATIF_YEAST	sp|P01097|ATIF_YEAST		INH1	F(1)-ATPase inhibitor IF(1), mitochondrial	0.00035489036	INH1 — F(1)-ATPase inhibitor IF(1), mitochondrial	search FASTA description + reference GFF	32.67622526438176
PROT:sp|P01098|STF1_YEAST	sp|P01098|STF1_YEAST		STF1	F(1)-ATPase inhibitor STF1, mitochondrial	0.00035489036	STF1 — F(1)-ATPase inhibitor STF1, mitochondrial	search FASTA description + reference GFF	32.95845731973677
PROT:sp|P01119|RAS1_YEAST	sp|P01119|RAS1_YEAST		RAS1	Ras-like protein 1	0.00035489036	RAS1 — Ras-like protein 1	search FASTA description + reference GFF	31.4446054138678
PROT:sp|P01120|RAS2_YEAST	sp|P01120|RAS2_YEAST		RAS2	Ras-like protein 2	0.00035489036	RAS2 — Ras-like protein 2	search FASTA description + reference GFF	30.929713007452666
PROT:sp|P01123|YPT1_YEAST	sp|P01123|YPT1_YEAST		YPT1	GTP-binding protein YPT1	0.00035489036	YPT1 — GTP-binding protein YPT1	search FASTA description + reference GFF	32.808943681787255
PROT:sp|P02309|H4_YEAST	sp|P02309|H4_YEAST		HHF1	Histone H4	0.00035489036	HHF1 — Histone H4	search FASTA description + reference GFF	35.37686749941075
PROT:sp|P02381|RMAR_YEAST	sp|P02381|RMAR_YEAST		VAR1	Small ribosomal subunit protein uS3m	0.00035489036	VAR1 — Small ribosomal subunit protein uS3m	search FASTA description + reference GFF	27.14002523886107
PROT:sp|P02400|RLA4_YEAST	sp|P02400|RLA4_YEAST		RPP2B	Large ribosomal subunit protein P2B	0.00035489036	RPP2B — Large ribosomal subunit protein P2B	search FASTA description + reference GFF	35.79819452822462
PROT:sp|P02406|RL28_YEAST	sp|P02406|RL28_YEAST		RPL28	Large ribosomal subunit protein uL15	0.00035489036	RPL28 — Large ribosomal subunit protein uL15	search FASTA description + reference GFF	37.26628183638685
PROT:sp|P02557|TBB_YEAST	sp|P02557|TBB_YEAST		TUB2	Tubulin beta chain	0.00035489036	TUB2 — Tubulin beta chain	search FASTA description + reference GFF	33.72786184997338
PROT:sp|P02829|HSP82_YEAST	sp|P02829|HSP82_YEAST		HSP82	ATP-dependent molecular chaperone HSP82	0.00035489036	HSP82 — ATP-dependent molecular chaperone HSP82	search FASTA description + reference GFF	34.89663586601765
PROT:sp|P02992|EFTU_YEAST	sp|P02992|EFTU_YEAST		TUF1	Elongation factor Tu, mitochondrial	0.00035489036	TUF1 — Elongation factor Tu, mitochondrial	search FASTA description + reference GFF	34.33430131334998
PROT:sp|P02994|EF1A_YEAST	sp|P02994|EF1A_YEAST		TEF1	Elongation factor 1-alpha	0.00035489036	TEF1 — Elongation factor 1-alpha	search FASTA description + reference GFF	39.44458610117738
PROT:sp|P03871|REP1_YEAST	sp|P03871|REP1_YEAST		REP1	Partitioning protein REP1	0.00035489036	REP1 — Partitioning protein REP1	search FASTA description + reference GFF	31.56489339744165
PROT:sp|P03872|REP2_YEAST	sp|P03872|REP2_YEAST		REP2	Partitioning protein REP2	0.00035489036	REP2 — Partitioning protein REP2	search FASTA description + reference GFF	30.47495428298135
PROT:sp|P03962|PYRF_YEAST	sp|P03962|PYRF_YEAST		URA3	Orotidine 5'-phosphate decarboxylase	0.00035489036	URA3 — Orotidine 5'-phosphate decarboxylase	search FASTA description + reference GFF	31.18074921079829
PROT:sp|P03965|CARB_YEAST	sp|P03965|CARB_YEAST		CPA2	Carbamoyl phosphate synthase arginine-specific large chain	0.00035489036	CPA2 — Carbamoyl phosphate synthase arginine-specific large chain	search FASTA description + reference GFF	35.721410337420394
PROT:sp|P04037|COX4_YEAST	sp|P04037|COX4_YEAST		COX4	Cytochrome c oxidase subunit 4, mitochondrial	0.00035489036	COX4 — Cytochrome c oxidase subunit 4, mitochondrial	search FASTA description + reference GFF	34.24824015904187
PROT:sp|P04039|COX8_YEAST	sp|P04039|COX8_YEAST		COX8	Cytochrome c oxidase subunit 8, mitochondrial	0.00035489036	COX8 — Cytochrome c oxidase subunit 8, mitochondrial	search FASTA description + reference GFF	31.057113833637096
PROT:sp|P04046|PUR1_YEAST	sp|P04046|PUR1_YEAST		ADE4	Amidophosphoribosyltransferase	0.00035489036	ADE4 — Amidophosphoribosyltransferase	search FASTA description + reference GFF	32.51091127003029
PROT:sp|P04050|RPB1_YEAST	sp|P04050|RPB1_YEAST		RPO21	DNA-directed RNA polymerase II subunit RPB1	0.00035489036	RPO21 — DNA-directed RNA polymerase II subunit RPB1	search FASTA description + reference GFF	32.06462823047415
PROT:sp|P04051|RPC1_YEAST	sp|P04051|RPC1_YEAST		RPO31	DNA-directed RNA polymerase III subunit RPC1	0.00035489036	RPO31 — DNA-directed RNA polymerase III subunit RPC1	search FASTA description + reference GFF	28.480146790450444
PROT:sp|P04076|ARLY_YEAST	sp|P04076|ARLY_YEAST		ARG4	Argininosuccinate lyase	0.00035489036	ARG4 — Argininosuccinate lyase	search FASTA description + reference GFF	34.06683785310626
PROT:sp|P04147|PABP_YEAST	sp|P04147|PABP_YEAST		PAB1	Polyadenylate-binding protein, cytoplasmic and nuclear	0.00035489036	PAB1 — Polyadenylate-binding protein, cytoplasmic and nuclear	search FASTA description + reference GFF	36.52836997385587
PROT:sp|P04161|PUR3_YEAST	sp|P04161|PUR3_YEAST		ADE8	Phosphoribosylglycinamide formyltransferase	0.00035489036	ADE8 — Phosphoribosylglycinamide formyltransferase	search FASTA description + reference GFF	29.969312120247896
PROT:sp|P04173|LEU3_YEAST	sp|P04173|LEU3_YEAST		LEU2	3-isopropylmalate dehydrogenase	0.00035489036	LEU2 — 3-isopropylmalate dehydrogenase	search FASTA description + reference GFF	36.05150692147923
PROT:sp|P04449|RL24A_YEAST	sp|P04449|RL24A_YEAST		RPL24A	Large ribosomal subunit protein eL24A	0.00035489036	RPL24A — Large ribosomal subunit protein eL24A	search FASTA description + reference GFF	33.493250951752685
PROT:sp|P04456|RL25_YEAST	sp|P04456|RL25_YEAST		RPL25	Large ribosomal subunit protein uL23	0.00035489036	RPL25 — Large ribosomal subunit protein uL23	search FASTA description + reference GFF	37.2705042256547
PROT:sp|P04786|TOP1_YEAST	sp|P04786|TOP1_YEAST		TOP1	DNA topoisomerase 1	0.00035489036	TOP1 — DNA topoisomerase 1	search FASTA description + reference GFF	26.237716456624625
PROT:sp|P04801|SYTC_YEAST	sp|P04801|SYTC_YEAST		THS1	Threonine--tRNA ligase, cytoplasmic	0.00035489036	THS1 — Threonine--tRNA ligase, cytoplasmic	search FASTA description + reference GFF	34.78652068845345
PROT:sp|P04802|SYDC_YEAST	sp|P04802|SYDC_YEAST		DPS1	Aspartate--tRNA ligase, cytoplasmic	0.00035489036	DPS1 — Aspartate--tRNA ligase, cytoplasmic	search FASTA description + reference GFF	35.323642327107
PROT:sp|P04806|HXKA_YEAST	sp|P04806|HXKA_YEAST		HXK1	Hexokinase-1	0.00035489036	HXK1 — Hexokinase-1	search FASTA description + reference GFF	36.82479207231722
PROT:sp|P04807|HXKB_YEAST	sp|P04807|HXKB_YEAST		HXK2	Hexokinase-2	0.00035489036	HXK2 — Hexokinase-2	search FASTA description + reference GFF	35.54342428154789
PROT:sp|P04819|DNLI1_YEAST	sp|P04819|DNLI1_YEAST		CDC9	DNA ligase 1	0.00035489036	CDC9 — DNA ligase 1	search FASTA description + reference GFF	26.558973943370376
PROT:sp|P04821|CDC25_YEAST	sp|P04821|CDC25_YEAST		CDC25	Cell division control protein 25	0.00035489036	CDC25 — Cell division control protein 25	search FASTA description + reference GFF	29.03226222817706
PROT:sp|P04840|VDAC1_YEAST	sp|P04840|VDAC1_YEAST		POR1	Non-selective voltage-gated ion channel 1	0.00035489036	POR1 — Non-selective voltage-gated ion channel 1	search FASTA description + reference GFF	36.909311297560805
PROT:sp|P05030|PMA1_YEAST	sp|P05030|PMA1_YEAST		PMA1	Plasma membrane ATPase 1	0.00035489036	PMA1 — Plasma membrane ATPase 1	search FASTA description + reference GFF	32.93858955582684
PROT:sp|P05150|OTC_YEAST	sp|P05150|OTC_YEAST		ARG3	Ornithine carbamoyltransferase	0.00035489036	ARG3 — Ornithine carbamoyltransferase	search FASTA description + reference GFF	33.116672914757736
PROT:sp|P05317|RLA0_YEAST	sp|P05317|RLA0_YEAST		RPP0	Large ribosomal subunit protein uL10	0.00035489036	RPP0 — Large ribosomal subunit protein uL10	search FASTA description + reference GFF	36.99325594037407
PROT:sp|P05318|RLA1_YEAST	sp|P05318|RLA1_YEAST		RPP1A	Large ribosomal subunit protein P1A	0.00035489036	RPP1A — Large ribosomal subunit protein P1A	search FASTA description + reference GFF	34.426497564546665
PROT:sp|P05319|RLA2_YEAST	sp|P05319|RLA2_YEAST		RPP2A	Large ribosomal subunit protein P2A	0.00035489036	RPP2A — Large ribosomal subunit protein P2A	search FASTA description + reference GFF	35.40367902237509
PROT:sp|P05373|HEM2_YEAST	sp|P05373|HEM2_YEAST		HEM2	Delta-aminolevulinic acid dehydratase	0.00035489036	HEM2 — Delta-aminolevulinic acid dehydratase	search FASTA description + reference GFF	32.7833577148969
PROT:sp|P05374|CHO2_YEAST	sp|P05374|CHO2_YEAST		CHO2	Phosphatidylethanolamine N-methyltransferase	0.00035489036	CHO2 — Phosphatidylethanolamine N-methyltransferase	search FASTA description + reference GFF	27.16781502681632
PROT:sp|P05453|ERF3_YEAST	sp|P05453|ERF3_YEAST		SUP35	Eukaryotic peptide chain release factor GTP-binding subunit	0.00035489036	SUP35 — Eukaryotic peptide chain release factor GTP-binding subunit	search FASTA description + reference GFF	33.657248475677235
PROT:sp|P05626|ATPF_YEAST	sp|P05626|ATPF_YEAST		ATP4	ATP synthase subunit 4, mitochondrial	0.00035489036	ATP4 — ATP synthase subunit 4, mitochondrial	search FASTA description + reference GFF	34.702263574540424
PROT:sp|P05694|METE_YEAST	sp|P05694|METE_YEAST		MET6	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	0.00035489036	MET6 — 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	search FASTA description + reference GFF	38.73457784146986
PROT:sp|P05737|RL7A_YEAST	sp|P05737|RL7A_YEAST		RPL7A	Large ribosomal subunit protein uL30A	0.00035489036	RPL7A — Large ribosomal subunit protein uL30A	search FASTA description + reference GFF	35.080451784072814
PROT:sp|P05738|RL9A_YEAST	sp|P05738|RL9A_YEAST		RPL9A	Large ribosomal subunit protein uL6A	0.00035489036	RPL9A — Large ribosomal subunit protein uL6A	search FASTA description + reference GFF	30.1749787683734
PROT:sp|P05739|RL6B_YEAST	sp|P05739|RL6B_YEAST		RPL6B	Large ribosomal subunit protein eL6B	0.00035489036	RPL6B — Large ribosomal subunit protein eL6B	search FASTA description + reference GFF	33.73999765741151
PROT:sp|P05740|RL17A_YEAST	sp|P05740|RL17A_YEAST		RPL17A	Large ribosomal subunit protein uL22A	0.00035489036	RPL17A — Large ribosomal subunit protein uL22A	search FASTA description + reference GFF	34.792612779764426
PROT:sp|P05743|RL26A_YEAST	sp|P05743|RL26A_YEAST		RPL26A	Large ribosomal subunit protein uL24A	0.00035489036	RPL26A — Large ribosomal subunit protein uL24A	search FASTA description + reference GFF	34.10681474526959
PROT:sp|P05744|RL33A_YEAST	sp|P05744|RL33A_YEAST		RPL33A	Large ribosomal subunit protein eL33A	0.00035489036	RPL33A — Large ribosomal subunit protein eL33A	search FASTA description + reference GFF	34.04238771692043
PROT:sp|P05745|RL36A_YEAST	sp|P05745|RL36A_YEAST		RPL36A	Large ribosomal subunit protein eL36A	0.00035489036	RPL36A — Large ribosomal subunit protein eL36A	search FASTA description + reference GFF	31.94818984905007
PROT:sp|P05747|RL29_YEAST	sp|P05747|RL29_YEAST		RPL29	Large ribosomal subunit protein eL29	0.00035489036	RPL29 — Large ribosomal subunit protein eL29	search FASTA description + reference GFF	31.479291529877656
PROT:sp|P05748|RL15A_YEAST	sp|P05748|RL15A_YEAST		RPL15A	Large ribosomal subunit protein eL15A	0.00035489036	RPL15A — Large ribosomal subunit protein eL15A	search FASTA description + reference GFF	35.33172869934353
PROT:sp|P05749|RL22A_YEAST	sp|P05749|RL22A_YEAST		RPL22A	Large ribosomal subunit protein eL22A	0.00035489036	RPL22A — Large ribosomal subunit protein eL22A	search FASTA description + reference GFF	34.47044661997352
PROT:sp|P05750|RS3_YEAST	sp|P05750|RS3_YEAST		RPS3	Small ribosomal subunit protein uS3	0.00035489036	RPS3 — Small ribosomal subunit protein uS3	search FASTA description + reference GFF	36.58106200808402
PROT:sp|P05755|RS9B_YEAST	sp|P05755|RS9B_YEAST		RPS9B	Small ribosomal subunit protein uS4B	0.00035489036	RPS9B — Small ribosomal subunit protein uS4B	search FASTA description + reference GFF	29.136652224270467
PROT:sp|P05756|RS13_YEAST	sp|P05756|RS13_YEAST		RPS13	Small ribosomal subunit protein uS15	0.00035489036	RPS13 — Small ribosomal subunit protein uS15	search FASTA description + reference GFF	36.81574346540687
PROT:sp|P05759|RS31_YEAST	sp|P05759|RS31_YEAST		RPS31	Ubiquitin-ribosomal protein eS31 fusion protein	0.00035489036	RPS31 — Ubiquitin-ribosomal protein eS31 fusion protein	search FASTA description + reference GFF	35.147640274561155
PROT:sp|P06100|NOT2_YEAST	sp|P06100|NOT2_YEAST		CDC36	General negative regulator of transcription subunit 2	0.001315849	CDC36 — General negative regulator of transcription subunit 2	search FASTA description + reference GFF	26.83144781464658
PROT:sp|P06101|CDC37_YEAST	sp|P06101|CDC37_YEAST		CDC37	Hsp90 co-chaperone Cdc37	0.00035489036	CDC37 — Hsp90 co-chaperone Cdc37	search FASTA description + reference GFF	32.643768494641975
PROT:sp|P06102|NOT3_YEAST	sp|P06102|NOT3_YEAST		NOT3	General negative regulator of transcription subunit 3	0.00035489036	NOT3 — General negative regulator of transcription subunit 3	search FASTA description + reference GFF	28.279082139851333
PROT:sp|P06103|EIF3B_YEAST	sp|P06103|EIF3B_YEAST		PRT1	Eukaryotic translation initiation factor 3 subunit B	0.00035489036	PRT1 — Eukaryotic translation initiation factor 3 subunit B	search FASTA description + reference GFF	33.87341189451153
PROT:sp|P06105|SC160_YEAST	sp|P06105|SC160_YEAST		SCP160	Protein SCP160	0.00035489036	SCP160 — Protein SCP160	search FASTA description + reference GFF	34.579549768808754
PROT:sp|P06106|CYSD_YEAST	sp|P06106|CYSD_YEAST		MET17	Homocysteine/cysteine synthase	0.00035489036	MET17 — Homocysteine/cysteine synthase	search FASTA description + reference GFF	38.08786246315771
PROT:sp|P06115|CATT_YEAST	sp|P06115|CATT_YEAST		CTT1	Catalase T	0.00035489036	CTT1 — Catalase T	search FASTA description + reference GFF	32.96812661141332
PROT:sp|P06168|ILV5_YEAST	sp|P06168|ILV5_YEAST		ILV5	Ketol-acid reductoisomerase, mitochondrial	0.00035489036	ILV5 — Ketol-acid reductoisomerase, mitochondrial	search FASTA description + reference GFF	38.287728902089576
PROT:sp|P06169|PDC1_YEAST	sp|P06169|PDC1_YEAST		PDC1	Pyruvate decarboxylase isozyme 1	0.00035489036	PDC1 — Pyruvate decarboxylase isozyme 1	search FASTA description + reference GFF	39.04868436224142
PROT:sp|P06174|HEM4_YEAST	sp|P06174|HEM4_YEAST		HEM4	Uroporphyrinogen-III synthase	0.00035489036	HEM4 — Uroporphyrinogen-III synthase	search FASTA description + reference GFF	27.87978492787685
PROT:sp|P06197|PIS_YEAST	sp|P06197|PIS_YEAST		PIS1	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	0.00035489036	PIS1 — CDP-diacylglycerol--inositol 3-phosphatidyltransferase	search FASTA description + reference GFF	26.299619640651
PROT:sp|P06208|LEU1_YEAST	sp|P06208|LEU1_YEAST		LEU4	2-isopropylmalate synthase	0.00035489036	LEU4 — 2-isopropylmalate synthase	search FASTA description + reference GFF	34.82707244391867
PROT:sp|P06244|KAPA_YEAST	sp|P06244|KAPA_YEAST		TPK1	cAMP-dependent protein kinase type 1	0.00035489036	TPK1 — cAMP-dependent protein kinase type 1	search FASTA description + reference GFF	27.82573378609304
PROT:sp|P06245|KAPB_YEAST	sp|P06245|KAPB_YEAST		TPK2	cAMP-dependent protein kinase type 2	0.00035489036	TPK2 — cAMP-dependent protein kinase type 2	search FASTA description + reference GFF	28.11850504164204
PROT:sp|P06633|HIS7_YEAST	sp|P06633|HIS7_YEAST		HIS3	Imidazoleglycerol-phosphate dehydratase	0.00035489036	HIS3 — Imidazoleglycerol-phosphate dehydratase	search FASTA description + reference GFF	30.53182029041396
PROT:sp|P06634|DED1_YEAST	sp|P06634|DED1_YEAST		DED1	ATP-dependent RNA helicase DED1	0.00035489036	DED1 — ATP-dependent RNA helicase DED1	search FASTA description + reference GFF	33.8028943680777
PROT:sp|P06701|SIR3_YEAST	sp|P06701|SIR3_YEAST		SIR3	Regulatory protein SIR3	0.00035489036	SIR3 — Regulatory protein SIR3	search FASTA description + reference GFF	26.67616189229487
PROT:sp|P06738|PHSG_YEAST	sp|P06738|PHSG_YEAST		GPH1	Glycogen phosphorylase	0.00035489036	GPH1 — Glycogen phosphorylase	search FASTA description + reference GFF	33.71477765829401
PROT:sp|P06776|PDE2_YEAST	sp|P06776|PDE2_YEAST		PDE2	3',5'-cyclic-nucleotide phosphodiesterase 2	0.00035489036	PDE2 — 3',5'-cyclic-nucleotide phosphodiesterase 2	search FASTA description + reference GFF	23.41099126760589
PROT:sp|P06778|RAD52_YEAST	sp|P06778|RAD52_YEAST		RAD52	DNA repair and recombination protein RAD52	0.00035489036	RAD52 — DNA repair and recombination protein RAD52	search FASTA description + reference GFF	28.05431362484713
