reaction_id	pfba_flux	model_id	upstream_baseline	analysis_method
EX_glyc3p_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
MLTG2	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_but_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
MLTG1	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
AMALT3	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
MLTP3	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_lcts_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_ocdca_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_cbl1_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
SPODM	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
AHCYSNS	0.0003681654742426251	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ACNML	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
TMK	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
NTPP4	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
GMPS	0.19988426780013938	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
CAT	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
FTHFLi	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_nac_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
UDPGD	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
SERASr	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
GLCRD	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
PPPNDO	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
26DAHtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
HCINNMtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
HPPPNtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ACtex	-2.256816188766358	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ACALDtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
CHRPL	0.00018326093919138347	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
TDPAGTA	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
UACMAMO	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
FBA3	0.7730056125408612	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
PMPK	0.0001832609391987398	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
LCADi	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ACMANAtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ACMUMtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ACACT7r	0.22850584623248782	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
PSP_L	1.4117128424124639	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ADK3	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
GLUDC	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ACACT2r	0.2924614486190471	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
BSORy	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
DMSOR2	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ADSK	0.20338019620978606	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ACACT3r	0.29246144861904716	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ACACT4r	0.29246144861904716	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
SUCCt2_2pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
SUCFUMtpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
HSDy	-0.573719326008962	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
CYSTL	0.12648374176240915	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ACMAMUT	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
SHSL1	0.12648374176240912	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
SSALy	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
SUCptspp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
SULabcpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
TSULabcpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
TARTRt7pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_dad_2_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_ser__D_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
DDGALK	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_gam6p_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_15dap_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
AB6PGH	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_ocdcea_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_cynt_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_galctn__D_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
AMALT1	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_glyb_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
AHGDx	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
MLTP2	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
TAURabcpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
THMDt2pp_copy1	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
3HCINNMH	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
BSORx	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
PACCOAL	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
NMNt7pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_ca2_e	-0.004277458244526639	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_so3_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
GLUtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
Kt2pp	0.16040920405838394	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
GLYtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
GP4GH	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
GLYALDtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
AKGt2rpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ACGAMT	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
XYLt2pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_ascb__L_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
GLYBtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
GLYCtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
GLYC3Ptex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
GLYCLTtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
GTPtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
GUAtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
Htex	-9.814240098643259	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_ala_B_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_agm_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_minohp_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_ppt_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_hxa_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
H2tex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
H2Otex	-43.453540643424056	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
AADDGT	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
FACOAL160t2pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
FACOAL180t2pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
SPODMpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_lyx__L_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_acmum_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_dca_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_all__D_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
NO3R1bpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
O2tpp	20.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_octa_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
PHYTSpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_gbbtn_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
PPTHpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
PYRt2rpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
NO3R2pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_xylu__L_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_gdp_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_gtp_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
NTP3pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
NO3R2bpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
THMabcpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
THMDt2pp_copy2	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
THRabcpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
TREptspp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
THD2pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
TMAOR1pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
TMAOR2pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
XANtpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
DAPtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
TRPt2rpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
TYRt2rpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_tma_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
URIt2pp_copy1	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
URIt2pp_copy2	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
VALabcpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
12PPDStex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
DDGLCNtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
XTSNt2rpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
XYLabcpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
GMHEPK	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
XYLUt2pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
THRt4pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
GALURtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
GTPCI	0.000549782817596208	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
FDMO	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
FEOXAMabcpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_fruur_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
GALtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
CBL1abcpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_malttr_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ACACt2pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ACGAptspp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ACMANAptspp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ACNAMt2pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
GALCTtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
GALCTNtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
GALTtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_cbi_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
CHOLD	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
TRE6PS	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
DRPA	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
TKT2	0.46016932775341096	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_arbtn_fe3_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
UDCPDP	0.022836120979616948	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_cpgn_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_ch4_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
FEENTERabcpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_adocbl_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
FECRMabcpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
TREH	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
GAMtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
GBBTNtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ATPS4rpp	64.31912707940565	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
INDOLEtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ARBt2rpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
CYTK1	0.14874789138016203	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
DAPabcpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
L_LACtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ACt4pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ADEt2rpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
CO2tpp	-21.755337786801825	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
DHAtpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
DMSOR1pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ARGabcpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ADNt2pp_copy1	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ADNt2pp_copy2	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ALAabcpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ALLabcpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ALLTNt2rpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ARBabcpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ARGAGMt7pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ASCBptspp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
CYTK2	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ASNt2rpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ASPabcpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ASPt2pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ECOAH8	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
GLCDpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
GUAtpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ASPt2_2pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
HYD2pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
GK1	0.1998842678001394	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
HYXNtpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
NACtpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ASPt2_3pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
HIStex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
FE3DCITabcpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
HXAtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
HACD1	0.29246144861904705	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
HYXNtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
IDONtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ILEtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
INSTtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
INStex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
Ktex	0.1604092040583839	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
CPGNtonex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
GLCRtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
GLCNtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
GLCURtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
GLNtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
O2tex	20.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_ppa_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
HACD2	0.29246144861904716	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
OCTAtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
D_LACtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
NTD8pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ORNtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
FRULYStex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
MALTtexi	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ECOAH5	0.29246144861904716	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
DHFS	0.0005497828175962083	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
CITt7pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
CRNt7pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_ni2_e	-0.0002654407325614034	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
GLCtex_copy1	10.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_no_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
CHLabcpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
DGSNt2pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
FE3DCITtonex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
DINSt2pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
DURIt2pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
FE2abcpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
FRUptspp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
FUCtpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_fad_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
GALCTt2rpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
GALt2pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ASPtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ABUTt2pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
FUMt2_2pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
FUMt2_3pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
PHEtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
FEENTERtonex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
CSNt2pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
CYNTt2pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
CYSabcpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
SBTptspp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
PItex	0.792711217563654	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
TREHpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
CYTBDpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
CYTDt2pp_copy1	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
CYTDt2pp_copy2	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
DADNt2pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
DCYTt2pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
CYTBD2pp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ACGAMK	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ACALDtpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ACt2rpp	-2.256816188766358	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
DDGLCNt2rpp	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
RMNtex	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_meoh_e	1.6435958672532715e-06	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_fe3dcit_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_fe3hox_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_fecrm_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_feenter_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_feoxam_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
MALTTRtexi	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
MALTTTRtexi	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
MALTPTtexi	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
METS	0.12685190723665174	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ASPO3	0.0018720557298336606	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ASPO5	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ASPO4	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_3amp_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_3gmp_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
EX_3ump_e	0.0	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
ASPO6	-3.7043101861476195e-11	iML1515	micro_pilot_processing_20260730:v1.0.0	parsimonious_FBA
